id,sum,variable,variablename,base,category,profile,percent,previous_sum,previous_percent,comparison_sum,comparison_percent,change_sum,change_percent,change_percentage_point,difference_sum,significant,difference_percent
QU5I,385,anh,ANH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0191237830319889,240,0.012664907651715,1028119,0.125761746016854,145,0.6041666666666666,0.0064588753802739,-1027734,True,-10.66379629848651
QXJn,0,arg,Arg,Hsp2,hispanic_subgroup,decennial,0,7,0.00463269358041032,15169,0.0064933675103036,-7,-1,-0.00463269358041032,-15169,True,-0.6493367510303599
QXNuQWxuT3JD,546,asnalnorc,AsnAlnOrC,AsnAlnOrC,asian_subgroup,decennial,1,346,1,1134919,1,200,0.5780346820809249,0,-1134373,True,0
QXNuQWxvbmU=,385,asnalone,AsnAlone,AsnAlnOrC,asian_subgroup,decennial,0.705128205128205,242,0.699421965317919,1038388,0.914944590759341,143,0.5909090909090909,0.005706239810285951,-1038003,True,-20.981638563113606
QXNuSW5Db21ibw==,161,asnincombo,AsnInCombo,AsnAlnOrC,asian_subgroup,decennial,0.294871794871795,104,0.300578034682081,96531,0.0850554092406595,57,0.5480769230769231,-0.005706239810286007,-96370,True,20.98163856311355
QXNuSW5k,220,asnind,AsnInd,AsnAlnOrC,asian_subgroup,decennial,0.402930402930403,131,0.378612716763006,192209,0.169359222993007,89,0.6793893129770993,0.02431768616739699,-191989,True,23.357117993739596
QXZnRmFtU3o=,3.58755115227224,avgfamsz,AvgFamSz,mean,relationship_to_head_of_household__householder_,decennial,,,3.56609392898053,,3.32030552025947,,0.021457223291710292,0.006017010129019359,,,0.2672456320127701,True,0
QXZnSEhTeg==,3.26356456043956,avghhsz,AvgHHSz,mean,relationship_to_head_of_household__householder_,decennial,,,3.24755580151264,,2.56918261847125,,0.016008758926919775,0.004929479246965748,,,0.6943819419683099,True,0
QXZISFN6T09j,3.38058419243986,avhhszooc,AvHHSzOOc,mean,housing_tenure,decennial,,,3.39263638806772,,2.75068958927896,,-0.012052195627860307,-0.0035524572188900703,,,0.6298946031609001,True,0
QXZISFN6Uk9j,3.08833619210978,avhhszroc,AvHHSzROc,mean,housing_tenure,decennial,,,2.93,,2.48777581732104,,0.1583361921097799,0.054039656010163785,,,0.6005603747887402,True,0
