id,sum,variable,variablename,base,category,profile,percent,previous_sum,previous_percent,comparison_sum,comparison_percent,change_sum,change_percent,change_percentage_point,difference_sum,significant,difference_percent
QU5I,1233,anh,ANH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0302799607072692,1028,0.0246641074856046,1028119,0.125761746016854,205,0.19941634241245138,0.0056158532216646,-1026886,True,-9.54817853095848
QXJn,37,arg,Arg,Hsp2,hispanic_subgroup,decennial,0.0113916256157635,85,0.0382041925199156,15169,0.0064933675103036,-48,-0.5647058823529412,-0.026812566904152103,-15132,True,0.48982581054599017
QXNuQWxuT3JD,1463,asnalnorc,AsnAlnOrC,AsnAlnOrC,asian_subgroup,decennial,1,1163.20169826684,1,1134919,1,299.7983017331601,0.2577354401905163,0,-1133456,True,0
QXNuQWxvbmU=,1254,asnalone,AsnAlone,AsnAlnOrC,asian_subgroup,decennial,0.857142857142857,1029.36280097709,0.884939217773522,1038388,0.914944590759341,224.63719902290995,0.2182293733654259,-0.02779636063066504,-1037134,True,-5.780173361648409
QXNuSW5Db21ibw==,209,asnincombo,AsnInCombo,AsnAlnOrC,asian_subgroup,decennial,0.142857142857143,133.838897289752,0.11506078222648,96531,0.0850554092406595,75.161102710248,0.5615789148914563,0.027796360630662986,-96322,True,5.780173361648348
QXNuSW5k,157,asnind,AsnInd,AsnAlnOrC,asian_subgroup,decennial,0.107313738892686,206.651622659067,0.177657600540797,192209,0.169359222993007,-49.65162265906699,-0.24026727697648922,-0.07034386164811099,-192052,True,-6.204548410032103
QXZnRmFtU3o=,3.20918367346939,avgfamsz,AvgFamSz,mean,relationship_to_head_of_household__householder_,decennial,,,3.23980733214749,,3.32030552025947,,-0.030623658678099908,-0.009452308590770788,,,-0.11112184679008008,True,0
QXZnSEhTeg==,2.70987942175738,avghhsz,AvgHHSz,mean,relationship_to_head_of_household__householder_,decennial,,,2.802671523983,,2.56918261847125,,-0.09279210222561973,-0.03310844721958312,,,0.1406968032861302,True,0
QXZISFN6T09j,2.87358296118172,avhhszooc,AvHHSzOOc,mean,housing_tenure,decennial,,,2.99298491757278,,2.75068958927896,,-0.11940195639106,-0.039893938552784745,,,0.12289337190276006,True,0
QXZISFN6Uk9j,2.14374814374814,avhhszroc,AvHHSzROc,mean,housing_tenure,decennial,,,2.16788534659257,,2.48777581732104,,-0.024137202844429773,-0.011133984960213901,,,-0.34402767357289976,True,0
QmdsZHNo,0,bgldsh,Bgldsh,AsnAlnOrC,asian_subgroup,decennial,0,0,0,53174,0.04685268287869,0,0,0,-53174,True,-4.685268287869
Qk5I,169,bnh,BNH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.00415029469548134,122,0.00292706333973129,1861295,0.227677641452439,47,0.38524590163934425,0.0012232313557500496,-1861126,True,-22.352734675695764
Qm9s,8,bol,Bol,Hsp2,hispanic_subgroup,decennial,0.00246305418719212,5.77527044317785,0.002595759339597,4488,0.0019211703728817,2.22472955682215,0.38521651560926556,-0.00013270515240487984,-4480,True,0.05418838143104199
Q0Ft,101,cam,CAm,Hsp2,hispanic_subgroup,decennial,0.0310960591133005,123.913807142026,0.0556944346344665,151378,0.0648001178043865,-22.913807142026002,-0.18491730397535874,-0.024598375521166,-151277,True,-3.370405869108601
Q2FtYmRu,2,cambdn,Cambdn,AsnAlnOrC,asian_subgroup,decennial,0.00136705399863295,1,0.000859696131367407,2166,0.00190850624582019,1,1,0.000507357867265543,-2164,True,-0.05414522471872402
Q2hp,26,chi,Chi,Hsp2,hispanic_subgroup,decennial,0.00800492610837438,0,0,7026,0.00300760762920384,26,0,0.00800492610837438,-7000,True,0.49973184791705394
Q2hpbmVzZQ==,730,chinese,Chinese,AsnAlnOrC,asian_subgroup,decennial,0.498974709501025,541.681400488543,0.465681404433679,486463,0.428632351736115,188.31859951145702,0.3476556502431361,0.03329330506734601,-485733,True,7.034235776491002
Q29s,143,col,Col,Hsp2,hispanic_subgroup,decennial,0.0440270935960591,119.475631034082,0.0536996471701702,94723,0.0405479102563444,23.524368965918,0.19689679612746605,-0.0096725535741111,-94580,True,0.3479183339714709
Q1JpYw==,7,cric,CRic,Hsp2,hispanic_subgroup,decennial,0.0021551724137931,9.62545073862975,0.00432626556599499,6673,0.00285649953169332,-2.62545073862975,-0.27276132930513564,-0.00217109315220189,-6666,True,-0.070132711790022
Q3Vi,118,cub,Cub,Hsp2,hispanic_subgroup,decennial,0.0363300492610837,81.1385366988484,0.0364686150214946,40840,0.0174823079386116,36.8614633011516,0.45430278633155063,-0.00013856576041090113,-40722,True,1.88477413224721
RG9t,144,dom,Dom,Hsp2,hispanic_subgroup,decennial,0.0443349753694581,93.0261719204373,0.0418116444875194,576701,0.246867396437445,50.97382807956269,0.5479514745931843,0.0025233308819387,-576557,True,-20.25324210679869
RWN1,78,ecu,Ecu,Hsp2,hispanic_subgroup,decennial,0.0240147783251232,44,0.0197762878926622,167209,0.0715768665060555,34,0.7727272727272727,0.004238490432460999,-167131,True,-4.756208818093231
RmFt,11172,fam,Fam,HH,household_type_,decennial,0.74425421357671,11534,0.778115091411995,1850221,0.594967689074225,-362,-0.031385469048031904,-0.03386087783528502,-1839049,True,14.928652450248492
RmFtMQ==,11172,fam1,Fam1,AvgFamSz,relationship_to_head_of_household__householder_,decennial,0,11534,0,1850221,0,-362,-0.031385469048031904,0,-1839049,True,0
RmVt,20971,fem,Fem,Pop2,sex_and_age,decennial,0.515004911591356,21403,0.513507677543186,4292589,0.525078796883182,-432,-0.020184086343036024,0.0014972340481699264,-4271618,True,-1.007388529182606
RmVtTkhzYg==,1678,femnhsb,FemNHsb,HH,household_type_,decennial,0.111784691226434,1493,0.100721851177225,581745,0.187069262688341,185,0.12391158740790355,0.011062840049209002,-580067,True,-7.528457146190702
RmlsaXBpbm8=,168,filipino,Filipino,AsnAlnOrC,asian_subgroup,decennial,0.114832535885167,122.314528323834,0.105153326810029,67292,0.0592923371623878,45.685471676166,0.3735081376041558,0.009679209075138001,-67124,True,5.5540198722779195
Rm1SZWxDaFUxOA==,5000,fmrelchu18,FmRelChU18,HH,household_type_,decennial,0.333089068016788,5644,0.380759630304257,948747,0.305084533202306,-644,-0.11410347271438696,-0.04767056228746902,-943747,True,2.8004534814482014
Rk5IUkNoVTE4,768,fnhrchu18,FNHRChU18,HH,household_type_,decennial,0.0511624808473786,716,0.048303312419888,343280,0.110387087977815,52,0.07262569832402235,0.0028591684274906007,-342512,True,-5.922460713043641
R3JuZENoVTE4,464,grndchu18,GrndChU18,PopU18_2,relationship_to_head_of_household__householder_,decennial,0.0524886877828054,415,0.0404917552931993,165859,0.0938057621947943,49,0.1180722891566265,0.0119969324896061,-165395,True,-4.131707441198889
R3VhdA==,46,guat,Guat,Hsp2,hispanic_subgroup,decennial,0.0141625615763547,40,0.0179784435387838,30420,0.0130218366183292,6,0.15,-0.0038158819624290984,-30374,True,0.11407249580254986
SEg=,15011,hh,HH,HH,household_type_,decennial,1,14823,1,3109784,1,188,0.012682992646562774,0,-3094773,True,0
SEgx,15011,hh1,HH1,AvgHHSz,relationship_to_head_of_household__householder_,decennial,0,14823,0,3109784,0,188,0.012682992646562774,0,-3094773,True,0
SEgxcGVyc29u,3387,hh1person,HH1person,OcHU_4,household_size,decennial,0.225634534674572,2918,0.196856236929097,995755,0.320200695611013,469,0.16072652501713502,0.028778297745474996,-992368,True,-9.4566160936441
SEgycHBs,4416,hh2ppl,HH2ppl,OcHU_4,household_size,decennial,0.294184264872427,4202,0.283478378196047,858781,0.276154549640747,214,0.050928129462160875,0.010705886676380005,-854365,True,1.8029715231680008
SEgzcHBs,2767,hh3ppl,HH3ppl,OcHU_4,household_size,decennial,0.18433149024049,2985,0.201376239627606,496643,0.159703374896777,-218,-0.07303182579564489,-0.017044749387116004,-493876,True,2.4628115343713013
SEg0cHBs,2793,hh4ppl,HH4ppl,OcHU_4,household_size,decennial,0.186063553394178,2936,0.198070566012278,377689,0.121451843600713,-143,-0.048705722070844684,-0.0120070126181,-374896,True,6.4611709793465
SEg1cHBs,1150,hh5ppl,HH5ppl,OcHU_4,household_size,decennial,0.0766104856438612,1349,0.0910072185117723,198515,0.063835623310172,-199,-0.1475166790214974,-0.0143967328679111,-197365,True,1.277486233368922
SEg2cHBs,343,hh6ppl,HH6ppl,OcHU_4,household_size,decennial,0.0228499100659516,310,0.0209134453214599,92634,0.0297879209617131,33,0.1064516129032258,0.0019364647444916998,-92291,True,-0.6938010895761502
SEg3cGxQcGw=,155,hh7plppl,HH7plPpl,OcHU_4,household_size,decennial,0.0103257611085204,123,0.00829791540174054,89767,0.0288659919788641,32,0.2601626016260163,0.0020278457067798607,-89612,True,-1.8540230870343704
SEhsZHI=,11172,hhldr,HHldr,Pop4,relationship_to_head_of_household__householder_,decennial,0.274361493123772,11534,0.276727447216891,1850221,0.226323045753506,-362,-0.031385469048031904,-0.002365954093119016,-1839049,True,4.803844737026598
SEhsZHJVMTg=,3,hhldru18,HHldrU18,PopU18_2,relationship_to_head_of_household__householder_,decennial,0.000339366515837104,3,0.000292711484047224,1182,0.00066851006526174,0,0,4.665503178988002e-05,-1179,True,0
SEhyMTV0MjQ=,158,hhr15t24,HHr15t24,OcHU_3,tenure_by_age_of_householder,decennial,0.0105256145493305,222,0.014976725359239,119317,0.038368259660478,-64,-0.2882882882882883,-0.004451110809908499,-119159,True,-2.78426451111475
SEhyMjV0MzQ=,1568,hhr25t34,HHr25t34,OcHU_3,tenure_by_age_of_householder,decennial,0.104456731730065,2148,0.144909937259664,583537,0.187645508498339,-580,-0.27001862197392923,-0.040453205529598996,-581969,True,-8.318877676827398
SEhyMzV0NDQ=,2823,hhr35t44,HHr35t44,OcHU_3,tenure_by_age_of_householder,decennial,0.188062087802278,3646,0.245969102071106,609384,0.195957018236636,-823,-0.22572682391662097,-0.057907014268827994,-606561,True,-0.7894930434357974
SEhyNDV0NTQ=,3630,hhr45t54,HHr45t54,OcHU_3,tenure_by_age_of_householder,decennial,0.241822663380188,3345,0.225662821291237,630949,0.20289158346689,285,0.08520179372197309,0.01615984208895102,-627319,True,3.893107991329803
SEhyNTV0NjQ=,3179,hhr55t64,HHr55t64,OcHU_3,tenure_by_age_of_householder,decennial,0.211778029445074,2576,0.173783984348647,531036,0.170762985467801,603,0.23408385093167702,0.03799404509642701,-527857,True,4.1015043977273
SEhyNjV0NzQ=,2007,hhr65t74,HHr65t74,OcHU_3,tenure_by_age_of_householder,decennial,0.133701951901939,1747,0.117857383795453,332966,0.107070458912902,260,0.14882655981682885,0.015844568106486004,-330959,True,2.6631492989037007
SEhyNzVw,1646,hhr75p,HHr75p,OcHU_3,tenure_by_age_of_householder,decennial,0.109652921191127,1139,0.0768400458746542,302595,0.0973041857569529,507,0.44512730465320455,0.0328128753164728,-300949,True,1.2348735434174092
SEhyODVw,381,hhr85p,HHr85p,OcHU_3,tenure_by_age_of_householder,decennial,0.0253813869828792,238,0.0160561289887337,92439,0.0297252156419867,143,0.6008403361344538,0.009325257994145502,-92058,True,-0.43438286591075004
SEh3SW5kNjVw,4320,hhwind65p,HHwInd65p,HH,household_type_,decennial,0.287788954766505,3497,0.235917155771436,763496,0.245514157896497,823,0.23534458106948813,0.051871798995069024,-759176,True,4.227479687000802
SEh3SW5kVTE4,5033,hhwindu18,HHwIndU18,HH,household_type_,decennial,0.335287455865698,5677,0.38298590029009,959122,0.308420777777492,-644,-0.11344019728729964,-0.04769844442439197,-954089,True,2.686667808820605
SG1Pd25yVmNSdA==,1.12092391304348,hmownrvcrt,HmOwnrVcRt,ratio,housing_occupancy,decennial,,,0.532054077627562,,2.88326832943512,,0.5888698354159181,1.1067856824661482,,,-1.7623444163916397,True,0
SG9u,19,hon,Hon,Hsp2,hispanic_subgroup,decennial,0.00584975369458128,56,0.0251698209542973,42400,0.0181500944318592,-37,-0.6607142857142857,-0.01932006725971602,-42381,True,-1.2300340737277922
SHNwMQ==,3248,hsp1,Hsp1,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0797642436149312,2251,0.0540067178502879,2336076,0.285753883147834,997,0.44291426032874276,0.025757525764643303,-2332828,True,-20.59896395329028
SHNwMg==,3248,hsp2,Hsp2,Hsp2,hispanic_subgroup,decennial,1,2224.88670466442,1,2336076,1,1023.11329533558,0.45984961534924373,0,-2332828,True,0
SFVuaXRz,15832,hunits,HUnits,HUnits,housing_occupancy,decennial,1,15280,1,3371062,1,552,0.03612565445026178,0,-3355230,True,0
SUZISGxkcjY1cA==,2186,ifhhldr65p,IFHHldr65p,Pop65pl_2,relationship_to_head_of_household__householder_,decennial,0.372211816788694,1747,0.373849775304943,304001,0.30609530407045,439,0.25128792215226103,-0.001637958516248983,-301815,True,6.6116512718244
SUZOUmVsNjVw,28,ifnrel65p,IFNRel65p,Pop65pl_2,relationship_to_head_of_household__householder_,decennial,0.00476758045292014,22,0.00470789642627862,9757,0.00982421729473055,6,0.2727272727272727,5.968402664152054e-05,-9729,True,-0.505663684181041
SUZPUmVsNjVw,662,iforel65p,IFORel65p,Pop65pl_2,relationship_to_head_of_household__householder_,decennial,0.112719223565469,648,0.138668949283116,132054,0.132963737894675,14,0.021604938271604937,-0.02594972571764699,-131392,True,-2.0244514329206
SUZTcHM2NXA=,1478,ifsps65p,IFSps65p,Pop65pl_2,relationship_to_head_of_household__householder_,decennial,0.251660139621999,1074,0.229830943719238,158399,0.159490232168497,404,0.3761638733705773,0.021829195902761,-156921,True,9.216990745350202
SW5kb25zbg==,0,indonsn,Indonsn,AsnAlnOrC,asian_subgroup,decennial,0,1,0.000859696131367407,3785,0.00333503976935799,-1,-1,-0.000859696131367407,-3785,True,-0.333503976935799
SU5GSEhscjY1cA==,1467,infhhlr65p,INFHHlr65p,Pop65pl_2,relationship_to_head_of_household__householder_,decennial,0.249787161586923,1139,0.24374063770597,331560,0.333844161754726,328,0.28797190517998245,0.006046523880953003,-330093,True,-8.405700016780294
SU5GTHZBbDY1cA==,1414,inflval65p,INFLvAl65p,Pop65pl_2,relationship_to_head_of_household__householder_,decennial,0.240762812872467,1105,0.236464797774449,310684,0.312824344162762,309,0.27963800904977376,0.004298015098017999,-309270,True,-7.206153129029499
SW5GbUhINjVw,4354,infmhh65p,InFmHH65p,Pop65pl_2,relationship_to_head_of_household__householder_,decennial,0.741358760429082,3491,0.747057564733576,604211,0.608373491428353,863,0.24720710398166715,-0.005698804304493987,-599857,True,13.2985269000729
