id,sum,variable,variablename,base,category,profile,percent,previous_sum,previous_percent,comparison_sum,comparison_percent,change_sum,change_percent,change_percentage_point,difference_sum,significant,difference_percent
QU5I,30559,anh,ANH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.638721678789399,36020,0.687732696897375,1028119,0.125761746016854,-5461,-0.15161021654636314,-0.049011018107976034,-997560,True,51.295993277254496
QXJn,27,arg,Arg,Hsp2,hispanic_subgroup,decennial,0.00420560747663551,17,0.00219411461022199,15169,0.0064933675103036,10,0.5882352941176471,0.0020114928664135196,-15142,True,-0.22877600336680892
QXNuQWxuT3JD,31192,asnalnorc,AsnAlnOrC,AsnAlnOrC,asian_subgroup,decennial,1,36795,1,1134919,1,-5603,-0.1522761244734339,0,-1103727,True,0
QXNuQWxvbmU=,30647,asnalone,AsnAlone,AsnAlnOrC,asian_subgroup,decennial,0.982527571172095,36108,0.981328984916429,1038388,0.914944590759341,-5461,-0.15124072227761162,0.0011985862556660454,-1007741,True,6.7582980412753955
QXNuSW5Db21ibw==,545,asnincombo,AsnInCombo,AsnAlnOrC,asian_subgroup,decennial,0.0174724288279046,687,0.0186710150835711,96531,0.0850554092406595,-142,-0.2066957787481805,-0.0011985862556664999,-95986,True,-6.7582980412754905
QXNuSW5k,379,asnind,AsnInd,AsnAlnOrC,asian_subgroup,decennial,0.0121505514234419,364,0.00989264845767088,192209,0.169359222993007,15,0.04120879120879121,0.0022579029657710196,-191830,True,-15.720867156956514
QXZnRmFtU3o=,3.2898095623987,avgfamsz,AvgFamSz,mean,relationship_to_head_of_household__householder_,decennial,,,3.47445322551002,,3.32030552025947,,-0.18464366311131997,-0.05314322891315247,,,-0.030495957860769973,True,0
QXZnSEhTeg==,2.46182545690494,avghhsz,AvgHHSz,mean,relationship_to_head_of_household__householder_,decennial,,,2.78968187642766,,2.56918261847125,,-0.32785641952272027,-0.11752466196703343,,,-0.10735716156631003,True,0
QXZISFN6T09j,2.24744245524297,avhhszooc,AvHHSzOOc,mean,housing_tenure,decennial,,,2.37555228276878,,2.75068958927896,,-0.1281098275258099,-0.053928439485446275,,,-0.5032471340359899,True,0
QXZISFN6Uk9j,2.48163024217366,avhhszroc,AvHHSzROc,mean,housing_tenure,decennial,,,2.82357904888192,,2.48777581732104,,-0.3419488067082601,-0.12110474004390454,,,-0.006145575147380011,True,0
QmdsZHNo,157,bgldsh,Bgldsh,AsnAlnOrC,asian_subgroup,decennial,0.00503334188253398,122,0.00331566788965892,53174,0.04685268287869,35,0.28688524590163933,0.0017176739928750602,-53017,True,-4.181934099615602
Qk5I,2285,bnh,BNH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0477593846668339,2347,0.0448114558472554,1861295,0.227677641452439,-62,-0.026416702172986792,0.0029479288195785047,-1859010,True,-17.99182567856051
Qm9s,5,bol,Bol,Hsp2,hispanic_subgroup,decennial,0.000778816199376947,7,0.000903458957150232,4488,0.0019211703728817,-2,-0.2857142857142857,-0.000124642757773285,-4483,True,-0.11423541735047531
Q0Ft,141,cam,CAm,Hsp2,hispanic_subgroup,decennial,0.0219626168224299,69,0.00890552400619515,151378,0.0648001178043865,72,1.0434782608695652,0.01305709281623475,-151237,True,-4.283750098195661
Q2FtYmRu,9,cambdn,Cambdn,AsnAlnOrC,asian_subgroup,decennial,0.0002885355219287,0,0,2166,0.00190850624582019,9,0,0.0002885355219287,-2157,True,-0.161997072389149
Q2hp,26,chi,Chi,Hsp2,hispanic_subgroup,decennial,0.00404984423676012,52,0.00671140939597315,7026,0.00300760762920384,-26,-0.5,-0.00266156515921303,-7000,True,0.10422366075562794
Q2hpbmVzZQ==,28752,chinese,Chinese,AsnAlnOrC,asian_subgroup,decennial,0.921774814054886,34574,0.939638537844816,486463,0.428632351736115,-5822,-0.1683924336206398,-0.017863723789929953,-457711,True,49.31424623187711
Q29s,118,col,Col,Hsp2,hispanic_subgroup,decennial,0.018380062305296,70,0.00903458957150232,94723,0.0405479102563444,48,0.6857142857142857,0.009345472733793679,-94605,True,-2.2167847951048394
Q1JpYw==,8,cric,CRic,Hsp2,hispanic_subgroup,decennial,0.00124610591900312,0,0,6673,0.00285649953169332,8,0,0.00124610591900312,-6665,True,-0.16103936126902
Q3Vi,112,cub,Cub,Hsp2,hispanic_subgroup,decennial,0.0174454828660436,21,0.0027103768714507,40840,0.0174823079386116,91,4.333333333333333,0.0147351059945929,-40728,True,0
