id,sum,variable,variablename,base,category,profile,percent,previous_sum,previous_percent,comparison_sum,comparison_percent,change_sum,change_percent,change_percentage_point,difference_sum,significant,difference_percent
QU5I,4451,anh,ANH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.109917518644737,3609,0.0884190410858221,1028119,0.125761746016854,842,0.23330562482682182,0.021498477558914902,-1023668,True,-1.5844227372116997
QXJn,40,arg,Arg,Hsp2,hispanic_subgroup,decennial,0.00168173218414967,28,0.00132063012923309,15169,0.0064933675103036,12,0.42857142857142855,0.00036110205491657983,-15129,True,-0.4811635326153929
QXNuQWxuT3JD,5005,asnalnorc,AsnAlnOrC,AsnAlnOrC,asian_subgroup,decennial,1,4165,1,1134919,1,840,0.20168067226890757,0,-1129914,True,0
QXNuQWxvbmU=,4539,asnalone,AsnAlone,AsnAlnOrC,asian_subgroup,decennial,0.906893106893107,3671,0.881392557022809,1038388,0.914944590759341,868,0.2364478343775538,0.02550054987029793,-1033849,True,-0.8051483866234008
QXNuSW5Db21ibw==,466,asnincombo,AsnInCombo,AsnAlnOrC,asian_subgroup,decennial,0.0931068931068931,494,0.118607442977191,96531,0.0850554092406595,-28,-0.05668016194331984,-0.0255005498702979,-96065,True,0.80514838662336
QXNuSW5k,1654,asnind,AsnInd,AsnAlnOrC,asian_subgroup,decennial,0.33046953046953,1415,0.339735894357743,192209,0.169359222993007,239,0.16890459363957597,-0.009266363888213003,-190555,True,16.111030747652297
QXZnRmFtU3o=,3.4112470487229,avgfamsz,AvgFamSz,mean,relationship_to_head_of_household__householder_,decennial,,,3.32325262813068,,3.32030552025947,,0.08799442059221985,0.02647840246852267,,,0.09094152846342984,True,0
QXZnSEhTeg==,2.77918533034714,avghhsz,AvgHHSz,mean,relationship_to_head_of_household__householder_,decennial,,,2.71273026090529,,2.56918261847125,,0.06645506944184998,0.024497485208747827,,,0.21000271187589004,True,0
QXZISFN6T09j,3.13672922252011,avhhszooc,AvHHSzOOc,mean,housing_tenure,decennial,,,3.11183355006502,,2.75068958927896,,0.024895672455090168,0.008000322656901102,,,0.3860396332411504,True,0
QXZISFN6Uk9j,2.75948899719392,avhhszroc,AvHHSzROc,mean,housing_tenure,decennial,,,2.69054503397427,,2.48777581732104,,0.06894396321965024,0.025624534192542923,,,0.27171317987288024,True,0
QmdsZHNo,1074,bgldsh,Bgldsh,AsnAlnOrC,asian_subgroup,decennial,0.214585414585415,352,0.0845138055222089,53174,0.04685268287869,722,2.0511363636363638,0.13007160906320608,-52100,True,16.7732731706725
Qk5I,7262,bnh,BNH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.179335210154591,7563,0.185290442707695,1861295,0.227677641452439,-301,-0.03979902155229406,-0.005955232553104012,-1854033,True,-4.834243129784799
Qm9s,19,bol,Bol,Hsp2,hispanic_subgroup,decennial,0.000798822787471095,43,0.00202811055560796,4488,0.0019211703728817,-24,-0.5581395348837209,-0.0012292877681368648,-4469,True,-0.1122347585410605
Q0Ft,876,cam,CAm,Hsp2,hispanic_subgroup,decennial,0.0368299348328779,575,0.0271200830110367,151378,0.0648001178043865,301,0.5234782608695652,0.009709851821841201,-150502,True,-2.797018297150861
Q2FtYmRu,63,cambdn,Cambdn,AsnAlnOrC,asian_subgroup,decennial,0.0125874125874126,55,0.0132052821128451,2166,0.00190850624582019,8,0.14545454545454545,-0.0006178695254324996,-2103,True,1.0678906341592411
Q2hp,37,chi,Chi,Hsp2,hispanic_subgroup,decennial,0.00155560227033845,0,0,7026,0.00300760762920384,37,0,0.00155560227033845,-6989,True,-0.145200535886539
Q2hpbmVzZQ==,288,chinese,Chinese,AsnAlnOrC,asian_subgroup,decennial,0.0575424575424575,361,0.0866746698679472,486463,0.428632351736115,-73,-0.20221606648199447,-0.029132212325489695,-486175,True,-37.10898941936575
