id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3.57,0.36,6.1,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.7,0.46,7.6,,,True,2.85,0.01,0.2,,,True,-0.13000000000000034,0.5841232746604094,False,,,,,0.7199999999999998,0.3601388621073821,False,,
QXZnSEhTUk9j,3.17,0.2,3.8,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,3.32,0.27,5,,,True,2.51,0.01,0.2,,,True,-0.1499999999999999,0.3360059523282289,False,,,,,0.6600000000000001,0.2002498439450079,True,,
R1IxNWt0MTlr,3209,335,6.4,0.338,0.032,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.338,0.032,True,-439330,4884.50140751336,True,12.400000000000006,3.2062439083762797,True
R1Ixa3QxNGs=,3668,319,5.3,0.387,0.029,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.387,0.029,True,-616330,5142.902876780778,True,8.700000000000003,2.906888370749727,False
R1IyMGt0MjRr,525,147,17,0.055,0.015,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.055,0.015,True,-206144,2802.857470511121,True,-4.5,1.5033296378372907,False
R1IyNWt0Mjlr,69,47,41.8,0.007,0.005,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.007,0.005,False,-102333,2683.411634468331,True,-4.3,0.5099019513592785,True
R1Iza3Bs,13,15,71.4,0.001,0.002,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.001,0.002,False,-147211,2968.037904070634,True,-7,0.223606797749979,True
R1I1MDB0OTk5,1532,233,9.3,0.161,0.024,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.161,0.024,True,-319933,3268.315927201653,True,0.5000000000000018,2.4083189157584592,False
R1Jub1JudFBk,264,96,22,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,200,104,31.5,,,False,59425,1926,2,,,True,64,141.53444810363305,False,0.32,0.837582807846484,False,,,-59161,1928.3910391826653,True,,
R1JQSTE1dDE5,943,182,11.7,0.108,0.02,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,790,205,15.8,0.093,0.024,True,222841,3644,1,0.111,0.002,True,153,274.1331793125378,False,0.19367088607594937,0.3860309768240097,False,0.015,0.031240998703626618,False,-221898,3648.5421746226257,True,-0.29999999999999893,2.009975124224178,False
R1JQSTIwdDI0,927,183,12,0.106,0.02,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,967,217,13.7,0.114,0.025,True,228606,3500,0.9,0.113,0.002,True,-40,283.8626428398073,False,-0.04136504653567735,0.28651621066005917,False,-0.008000000000000007,0.032015621187164243,False,-227679,3504.780877601337,True,-0.7000000000000011,2.009975124224178,False
R1JQSTI1dDI5,803,181,13.7,0.092,0.02,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,740,198,16.3,0.087,0.023,True,211796,3409,1,0.105,0.002,True,63,268.26293072282647,False,0.08513513513513514,0.3796417757234042,False,0.0050000000000000044,0.03047950130825634,False,-210993,3413.801693127473,True,-1.3000000000000007,2.009975124224178,False
R1JQSTMwdDM0,588,146,15.1,0.067,0.016,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,503,160,19.3,0.059,0.019,True,188082,3046,1,0.093,0.001,True,85,216.60101569475614,False,0.16898608349900596,0.4717184378211424,False,0.008000000000000007,0.02483948469674844,False,-187494,3049.4970077047133,True,-2.6000000000000005,1.6031219541881399,False
R1JQSTM1cGw=,4509,340,4.6,0.518,0.03,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,5025,425,5.1,0.593,0.038,True,889842,5729,0.4,0.442,0.003,True,-516,544.2655601817921,False,-0.10268656716417911,0.10167461640984927,False,-0.07499999999999996,0.048414873747640814,False,-885333,5739.080152777098,True,7.600000000000001,3.014962686336267,False
R1JQSTUwcGw=,3077,298,5.9,0.353,0.03,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3810,385,6.1,0.449,0.038,True,584722,5029,0.5,0.29,0.002,True,-733,486.8562416155307,False,-0.19238845144356956,0.11303829747654137,False,-0.09600000000000003,0.048414873747640814,False,-581645,5037.821453763521,True,6.300000000000001,3.0066592756745814,False
R1JQSU50Qw==,1041,210,12.3,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,568,167,17.8,,,True,109433,2779,1.5,,,True,473,268.3076592272386,False,0.8327464788732394,0.6534940581100611,False,,,-108392,2786.923213868656,True,,
R1JQSVUxNQ==,943,177,11.4,0.108,0.02,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,456,157,20.9,0.054,0.018,False,273663,4314,1,0.136,0.002,True,487,236.59670327373541,False,1.0679824561403508,0.8109343013254829,False,0.054,0.02690724809414742,False,-272720,4317.629557986651,True,-2.8000000000000007,2.009975124224178,False
R1JVNTAw,474,134,17.2,0.05,0.014,gru500,GRU500,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.05,0.014,True,-224067,3384.653601182845,True,-5.9,1.4142135623730951,True
SE9WYWNSdA==,2.2,1.2,34.3,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,4.7,2.1,27.3,,,False,1.8,0.1,3.4,,,True,-2.5,2.4186773244895647,False,,,,,0.40000000000000013,1.2041594578792296,False,,
SE9WYWNV,5142,329,3.9,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,5185,420,,0,0,False,1065868,7322,0.4,0,0,True,-43,533.5175723441544,False,-0.008293153326904532,0.10236835199684587,False,0,0,-1060726,7329.387764336118,True,0,0
SFUx,16907,156,0.6,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,15615,266,1,1,0,True,3472354,1104,0,1,0,True,1292,308.3699077406873,True,0.08274095421069484,0.020976257040441603,True,0,0,-3455447,1114.9672640934352,True,0,0
SFUxMHQxOXU=,370,103,17,0.022,0.006,hu10t19u,HU10t19u,HU2,units_in_structure,housing,True,414,138,20.3,0.027,0.009,False,219295,3425,0.9,0.063,0.001,True,-44,172.20046457544765,False,-0.10628019323671498,0.38813134058324633,False,-0.005000000000000001,0.010816653826391968,False,-218925,3426.548409113754,True,-4.1,0.6082762530298219,True
SFUxdUE=,1951,224,7,0.115,0.013,hu1ua,HU1uA,HU2,units_in_structure,housing,True,1322,231,10.6,0.085,0.015,True,238949,3015,0.8,0.069,0.001,True,629,321.7716581677137,False,0.47579425113464446,0.30855894501416786,False,0.03,0.019849433241279208,False,-236998,3023.3096103442663,True,4.6,1.3038404810405297,True
SFUxdUQ=,999,158,9.6,0.059,0.009,hu1ud,HU1uD,HU2,units_in_structure,housing,True,1612,262,9.9,0.103,0.017,True,319905,2742,0.5,0.092,0.001,True,-613,305.9542449452205,False,-0.380272952853598,0.1405432931928647,False,-0.044,0.019235384061671346,False,-318906,2746.5483793299545,True,-3.3,0.9055385138137416,True
SFUy,16907,156,0.6,1,0,hu2,HU2,HU2,units_in_structure,housing,True,15615,266,1,1,0,True,3472354,1104,0,1,0,True,1292,308.3699077406873,True,0.08274095421069484,0.020976257040441603,True,0,0,-3455447,1114.9672640934352,True,0,0
SFUyMHBsdQ==,1058,160,9.2,0.063,0.009,hu20plu,HU20plu,HU2,units_in_structure,housing,True,1320,218,10.1,0.085,0.014,True,1667213,4900,0.2,0.48,0.001,True,-262,270.4144966528237,False,-0.1984848484848485,0.1794841968077729,False,-0.022000000000000006,0.016643316977093238,False,-1666155,4902.611548960411,True,-41.7,0.9055385138137416,True
SFUydQ==,6264,372,3.6,0.37,0.022,hu2u,HU2u,HU2,units_in_structure,housing,True,6245,420,4.1,0.4,0.026,True,458656,4817,0.6,0.132,0.001,True,19,561.056146922926,False,0.003042433947157726,0.08999413101272563,False,-0.030000000000000027,0.0340587727318528,False,-452392,4831.342774012211,True,23.799999999999997,2.2022715545545237,True
SFUz,16907,156,0.6,1,0,hu3,HU3,HU3,year_structure_built,housing,True,,0,,0,0,False,3472354,1104,0,1,0,True,,,,,1,0,True,-3455447,1114.9672640934352,True,0,0
SFUzdDR1,4983,344,4.2,0.295,0.02,hu3t4u,HU3t4u,HU2,units_in_structure,housing,True,3781,387,6.2,0.242,0.024,True,333505,3795,0.7,0.096,0.001,True,1202,517.7885668880687,False,0.317905316053954,0.16270718310424986,False,0.05299999999999999,0.031240998703626618,False,-328522,3810.5591453223765,True,19.9,2.0024984394500787,True
SFU0,16907,156,0.6,1,0,hu4,HU4,HU4,rooms,housing,True,15615,266,1,1,0,True,3472354,1104,0,1,0,True,1292,308.3699077406873,True,0.08274095421069484,0.020976257040441603,True,0,0,-3455447,1114.9672640934352,True,0,0
SFU1dDl1,1271,187,8.9,0.075,0.011,hu5t9u,HU5t9u,HU2,units_in_structure,housing,True,888,193,13.2,0.057,0.012,True,228415,3185,0.8,0.066,0.001,True,383,268.73406929527937,False,0.4313063063063063,0.37565837031928095,False,0.017999999999999995,0.016278820596099707,False,-227144,3190.4849161216857,True,0.8999999999999995,1.104536101718726,False
SFVub01ydGcx,1407,193,8.4,0.28,0.034,hunomrtg1,HUnoMrtg1,OOcHU3,mortgage_status,housing,True,874,184,12.8,0.178,0.035,True,422629,4549,0.7,0.41,0.003,True,533,266.6552080871476,False,0.6098398169336384,0.404506624496499,False,0.10200000000000004,0.04879549159502341,False,-421222,4553.092355751199,True,-12.999999999999996,3.4132096331752027,True
SFVub01ydGcy,1351,187,8.4,1,0,hunomrtg2,HUnoMrtg2,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,852,181,12.9,1,0,True,416370,4562,0.7,1,0,True,499,260.2498799231231,False,0.5856807511737089,0.40205778279772797,False,0,0,-415019,4565.831030601111,True,0,0
SFV3TXJ0Zw==,3623,303,5.1,0.72,0.039,huwmrtg,HUwMrtg,OOcHU3,mortgage_status,housing,True,4030,393,5.9,0.822,0.043,True,607211,5367,0.5,0.59,0.003,True,-407,496.2438916500635,False,-0.10099255583126551,0.1154944655721992,False,-0.10199999999999998,0.05805170109479997,False,-603588,5375.546297819414,True,13,3.9115214431215892,True
SFV3TXJ0Z0V4,3595,303,5.1,1,0,huwmrtgex,HUwMrtgEx,HUwMrtgEx,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,3986,392,6,1,0,True,603062,5350,0.5,1,0,True,-391,495.45231859382795,False,-0.09809332664325138,0.11681460034955728,False,0,0,-599467,5358.573410899584,True,0,0
TWRHUg==,1391,55,2.4,,,mdgr,MdGR,median,gross_rent,housing,True,1365,54,2.4,,,True,1396,4,0.2,,,True,26,77.07788269017254,False,0.01904761904761905,0.056997766743225466,False,,,-5,55.14526271584895,False,,
TWRSbXM=,3.8,0.1,2.1,,,mdrms,MdRms,median,rooms,housing,True,4.7,0.1,1.8,,,True,4,0.1,1.5,,,True,-0.9000000000000004,0.14142135623730953,True,,,,,-0.20000000000000018,0.14142135623730953,False,,
TWRWbA==,486311,21112,2.6,,,mdvl,MdVl,median,value,housing,True,563342,26174,2.8,,,True,570500,2845,0.3,,,True,-77031,33627.29278428461,False,-0.13673931643655185,0.05489257063788182,False,,,-84189,21302.830070204287,True,,
TW9iSG0=,11,17,93.9,0.001,0.001,mobhm,MobHm,HU2,units_in_structure,housing,False,33,38,69.6,0.002,0.002,False,4514,450,6.1,0.001,0.001,True,-22,41.6293165929973,False,-0.6666666666666666,0.6424274188346604,False,-0.001,0.0022360679774997894,False,-4503,450.32099662351965,True,0,0.14142135623730953
TXYwMHQwOQ==,4270,344,4.9,0.289,0.023,mv00t09,Mv00t09,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,830839,6308,0.5,0.263,0.002,True,,,,,0.289,0.023,True,-826569,6317.372871692789,True,2.599999999999998,2.308679276123039,False
TXYxMEx0cg==,6297,436,4.2,0.426,0.028,mv10ltr,Mv10Ltr,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,1341699,7655,0.3,0.425,0.002,True,,,,,0.426,0.028,True,-1335402,7667.406406341065,True,0.10000000000000142,2.8071337695236402,False
TXY4MHQ4OQ==,,0,,0,0,mv80t89,Mv80t89,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXY5MHQ5OQ==,1965,238,7.4,0.133,0.016,mv90t99,Mv90t99,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,460385,4845,0.6,0.146,0.001,True,,,,,0.133,0.016,True,-458420,4850.842091843436,True,-1.299999999999999,1.6031219541881399,False
TXZCZjc5,,0,,0,0,mvbf79,MvBf79,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXZCZjg5,2252,255,6.9,0.152,0.017,mvbf89,MvBf89,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,521180,4786,0.6,0.165,0.001,True,,,,,0.152,0.017,True,-518928,4792.78843680795,True,-1.3000000000000007,1.7029386365926402,False
Tk1TTVAxMDE0,230,83,22,0.17,0.057,nmsmp1014,NMSMP1014,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,196,108,33.5,0.23,0.117,False,61830,1682,1.7,0.148,0.004,True,34,136.20939761998804,False,0.17346938775510204,0.7729327912284886,False,-0.06,0.13014607178090318,False,-61600,1684.046614556735,True,2.200000000000001,5.714017850864661,False
Tk1TTVAxNTE5,218,81,22.5,0.161,0.055,nmsmp1519,NMSMP1519,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,116,63,33.2,0.136,0.069,False,40494,1193,1.8,0.097,0.003,True,102,102.61578825892242,False,0.8793103448275862,1.236663199708379,False,0.024999999999999994,0.08823831367382312,False,-40276,1195.7466286801732,True,6.4,5.508175741568165,False
Tk1TTVAyMDI0,101,53,32.1,0.075,0.038,nmsmp2024,NMSMP2024,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,113,59,32,0.133,0.064,False,28114,1114,2.4,0.068,0.002,True,-12,79.30952023559341,False,-0.10619469026548672,0.6616444869202074,False,-0.05800000000000001,0.07443117626371358,False,-28013,1115.2600593583543,True,0.6999999999999993,3.8052595180880893,False
Tk1TTVAyNTI5,113,51,27.6,0.084,0.036,nmsmp2529,NMSMP2529,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,51,43,51.1,0.06,0.049,False,20385,1033,3.1,0.049,0.002,True,62,66.70832032063167,False,1.2156862745098038,2.1189386237786243,False,0.024000000000000007,0.060802960454241044,False,-20272,1034.2581882682873,True,3.5,3.6055512754639887,False
Tk1TTVAzMDM0,53,39,45,0.039,0.029,nmsmp3034,NMSMP3034,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,30,37,75.3,0.035,0.043,False,16215,837,3.1,0.039,0.002,True,23,53.75872022286245,False,0.7666666666666667,2.5372340826426436,False,0.003999999999999997,0.05186520991955976,False,-16162,837.9081095203697,True,0,2.906888370749727
Tk1TTVAzNXBs,254,83,19.8,0.188,0.055,nmsmp35pl,NMSMP35pl,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,207,90,26.4,0.243,0.092,False,78141,1841,1.4,0.188,0.004,True,47,122.42957159118053,False,0.22705314009661837,0.6673811408065459,False,-0.05499999999999999,0.10718675291284832,False,-77887,1842.8700442516288,True,0,5.514526271584895
Tk1TTVBOdEM=,56,50,54.3,,,nmsmpntc,NMSMPNtC,NA,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,22,35,96.7,,,False,6259,564,5.5,,,True,34,61.032778078668514,False,1.5454545454545454,4.6437530424769236,False,,,-6203,566.2119744406683,True,,
Tk1TTVBVMTA=,382,99,15.8,0.283,0.062,nmsmpu10,NMSMPU10,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,139,67,29.4,0.163,0.071,False,171191,2946,1,0.411,0.005,True,243,119.54078801814885,False,1.7482014388489209,1.5040044790103697,False,0.11999999999999997,0.09426027795418386,False,-170809,2947.6629725937123,True,-12.799999999999997,6.220128616033595,False
Tm9WaGNsQXY=,8103,385,2.9,0.548,0.024,novhclav,NoVhclAv,OcHU4,vehicles_available,housing,True,7495,460,3.7,0.537,0.03,True,1721745,6312,0.2,0.546,0.002,True,608,599.8541489395568,False,0.08112074716477652,0.08391272448788806,False,0.01100000000000001,0.03841874542459709,False,-1713642,6323.730623611351,True,0.20000000000000284,2.4083189157584592,False
T2NIVTE=,14784,292,1.2,0.874,0.015,ochu1,OcHU1,HU1,housing_occupancy,housing,True,13953,374,1.6,0.894,0.019,True,3154103,5930,0.1,0.908,0.002,True,831,474.48919903407705,False,0.05955708449795743,0.03527822672524981,False,-0.020000000000000018,0.024207436873820407,False,-3139319,5937.1848547944,True,-3.3999999999999915,1.5132745950421556,False
T2NIVTI=,14784,292,1.2,1,0,ochu2,OcHU2,OcHU2,housing_tenure,housing,True,13953,374,1.6,1,0,True,3154103,5930,0.1,1,0,True,831,474.48919903407705,False,0.05955708449795743,0.03527822672524981,False,0,0,-3139319,5937.1848547944,True,0,0
T2NIVTM=,14784,292,1.2,1,0,ochu3,OcHU3,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,3154103,5930,0.1,1,0,True,,,,,1,0,True,-3139319,5937.1848547944,True,0,0
T2NIVTQ=,14784,292,1.2,1,0,ochu4,OcHU4,OcHU4,vehicles_available,housing,True,13953,374,1.6,1,0,True,3154103,5930,0.1,1,0,True,831,474.48919903407705,False,0.05955708449795743,0.03527822672524981,False,0,0,-3139319,5937.1848547944,True,0,0
T2NIVTU=,14784,292,1.2,1,0,ochu5,OcHU5,OcHU5,occupants_per_room,housing,True,13953,374,1.6,1,0,True,3154103,5930,0.1,1,0,True,831,474.48919903407705,False,0.05955708449795743,0.03527822672524981,False,0,0,-3139319,5937.1848547944,True,0,0
T2NIVVBSbnQx,9490,399,2.6,1,0,ochuprnt1,OcHUPRnt1,OcHUPRnt1,gross_rent,housing,True,8849,465,3.2,1,0,True,2064838,5484,0.2,1,0,True,641,612.7201645123164,False,0.07243756356650469,0.07217309193552551,False,0,0,-2055348,5498.4958852398895,True,0,0
T2NIVVBSbnQy,8713,411,2.9,1,0,ochuprnt2,OcHUPRnt2,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,8481,467,3.3,1,0,True,2014830,5642,0.2,1,0,True,232,622.1012779282808,False,0.027355264709350312,0.07448974729887922,False,0,0,-2006117,5656.950150036679,True,0,0
T2NQUjB0MQ==,11730,376,1.9,0.793,0.02,ocpr0t1,OcPR0t1,OcHU5,occupants_per_room,housing,True,11800,444,2.3,0.846,0.022,True,2869497,6842,0.1,0.91,0.001,True,-70,581.817840908991,False,-0.005932203389830509,0.04913646988283183,False,-0.052999999999999936,0.02973213749463701,False,-2857767,6852.323693463408,True,-11.700000000000003,2.0024984394500787,True
T2NQUjFwNXBs,959,169,10.7,0.065,0.011,ocpr1p5pl,OcPR1p5pl,OcHU5,occupants_per_room,housing,True,650,196,18.3,0.047,0.014,True,111644,2464,1.3,0.035,0.001,True,309,258.7991499213241,False,0.4753846153846154,0.5152890911875938,False,0.018000000000000002,0.017804493814764857,False,-110685,2469.788857372225,True,2.9999999999999996,1.104536101718726,False
T2NQUjFwbA==,3054,318,6.3,0.207,0.021,ocpr1pl,OcPR1pl,OcHU5,occupants_per_room,housing,True,2153,325,9.2,0.154,0.023,True,284606,3868,0.8,0.09,0.001,True,901,454.6966021425715,False,0.41848583372039017,0.2601238628649153,False,0.05299999999999999,0.03114482300479487,False,-281552,3881.049857963693,True,11.7,2.1023796041628637,True
T09jSFUx,5030,323,3.9,0.34,0.021,oochu1,OOcHU1,OcHU2,housing_tenure,housing,True,4904,402,5,0.351,0.027,True,1029840,7102,0.4,0.327,0.002,True,126,515.6869205244593,False,0.02569331158238173,0.1068063920955294,False,-0.010999999999999954,0.03420526275297414,False,-1024810,7109.341249370436,True,1.2999999999999972,2.1095023109728985,False
T09jSFUy,5030,323,3.9,1,0,oochu2,OOcHU2,OOcHU2,value,housing,True,4904,402,5,1,0,True,1029840,7102,0.4,1,0,True,126,515.6869205244593,False,0.02569331158238173,0.1068063920955294,False,0,0,-1024810,7109.341249370436,True,0,0
T09jSFUz,5030,323,3.9,1,0,oochu3,OOcHU3,OOcHU3,mortgage_status,housing,True,4904,402,5,1,0,True,1029840,7102,0.4,1,0,True,126,515.6869205244593,False,0.02569331158238173,0.1068063920955294,False,0,0,-1024810,7109.341249370436,True,0,0
T09jSFU0,5030,323,3.9,0,0,oochu4,OOcHU4,AvgHHSOOc,housing__special_variable,housing,True,4904,402,,0,0,False,1029840,7102,0.4,0,0,True,126,515.6869205244593,False,0.02569331158238173,0.1068063920955294,False,0,0,-1024810,7109.341249370436,True,0,0
T09jSFU1,5030,323,3.9,0.01,0,oochu5,OOcHU5,MdVl,housing__special_variable,housing,True,4904,0,,0,0,False,1029840,7102,0.4,0,0,True,126,323,False,0.02569331158238173,0.06586460032626427,False,0.01,0,True,-1024810,7109.341249370436,True,1,0,True
T1YxMDB0MTI0,74,49,40.6,0,0,ov100t124,OV100t124,MdVl,housing__special_variable,housing,False,63,0,,0,0,False,13231,0,,0,0,False,11,49,False,0.1746031746031746,0.7777777777777778,False,0,0,-13157,49,True,0,0
T1YxMjV0MTQ5,26,31,72.6,0,0,ov125t149,OV125t149,MdVl,housing__special_variable,housing,False,10,0,,0,0,False,7768,0,,0,0,False,16,31,False,1.6,3.1,False,0,0,-7742,31,True,0,0
T1YxNTB0MTc0,8,13,98.8,0,0,ov150t174,OV150t174,MdVl,housing__special_variable,housing,False,40,0,,0,0,False,15896,0,,0,0,False,-32,13,False,-0.8,0.325,False,0,0,-15888,13,True,0,0
T1YxNTB0MTk5bQ==,21,22,63.6,0,0,ov150t199m,OV150t199m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,32941,0,,0,0,False,,,,,0,0,-32920,22,True,0,0
T1YxNzV0MTk5,13,16,73.9,0,0,ov175t199,OV175t199,MdVl,housing__special_variable,housing,False,10,0,,0,0,False,11331,0,,0,0,False,3,16,False,0.3,1.6,False,0,0,-11318,16,True,0,0
T1YxbWlscGw=,,0,,0,0,ov1milpl,OV1milpl,MdVl,housing__special_variable,housing,False,12,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
T1YxdDE0OW0=,45,36,48.7,0,0,ov1t149m,OV1t149m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,83619,0,,0,0,False,,,,,0,0,-83574,36,True,0,0
T1YyMDB0MjQ5,89,44,30.1,0,0,ov200t249,OV200t249,MdVl,housing__special_variable,housing,False,96,0,,0,0,False,35377,0,,0,0,False,-7,44,False,-0.07291666666666667,0.45833333333333337,False,0,0,-35288,44,True,0,0
