id,sum,variable,variablename,base,category,profile,percent,previous_sum,previous_percent,comparison_sum,comparison_percent,change_sum,change_percent,change_percentage_point,difference_sum,significant,difference_percent
QU5I,4039,anh,ANH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.131503548870222,3690,0.119953188999415,1028119,0.125761746016854,349,0.094579945799458,0.011550359870807006,-1024080,True,0.5741802853367997
QXJn,48,arg,Arg,Hsp2,hispanic_subgroup,decennial,0.0153846153846154,48,0.0225128749513497,15169,0.0064933675103036,0,0,-0.0071282595667343,-15121,True,0.88912478743118
QXNuQWxuT3JD,4325,asnalnorc,AsnAlnOrC,AsnAlnOrC,asian_subgroup,decennial,1,3877.79830173316,1,1134919,1,447.20169826684014,0.11532360980893872,0,-1130594,True,0
QXNuQWxvbmU=,4068,asnalone,AsnAlone,AsnAlnOrC,asian_subgroup,decennial,0.940578034682081,3718.63719902291,0.958955806793996,1038388,0.914944590759341,349.36280097709005,0.09394914918532166,-0.018377772111914936,-1034320,True,2.5633443922740042
QXNuSW5Db21ibw==,257,asnincombo,AsnInCombo,AsnAlnOrC,asian_subgroup,decennial,0.0594219653179191,159.161102710248,0.0410441932060035,96531,0.0850554092406595,97.838897289752,0.614716131163449,0.018377772111915602,-96274,True,-2.5633443922740407
QXNuSW5k,564,asnind,AsnInd,AsnAlnOrC,asian_subgroup,decennial,0.130404624277457,641.348377340933,0.165389823667282,192209,0.169359222993007,-77.34837734093298,-0.12060274894843233,-0.034985199389825,-191645,True,-3.895459871555003
QXZnRmFtU3o=,3.22154648132059,avgfamsz,AvgFamSz,mean,relationship_to_head_of_household__householder_,decennial,,,3.22530983404699,,3.32030552025947,,-0.0037633527263998268,-0.0011668189786522686,,,-0.09875903893887994,True,0
QXZnSEhTeg==,2.66013824884793,avghhsz,AvgHHSz,mean,relationship_to_head_of_household__householder_,decennial,,,2.7063963963964,,2.56918261847125,,-0.0462581475484698,-0.017092155314004664,,,0.09095563037668031,True,0
QXZISFN6T09j,2.83453943333742,avhhszooc,AvHHSzOOc,mean,housing_tenure,decennial,,,2.90978316985028,,2.75068958927896,,-0.07524373651285998,-0.025858880927107558,,,0.0838498440584603,True,0
QXZISFN6Uk9j,2.20600447141488,avhhszroc,AvHHSzROc,mean,housing_tenure,decennial,,,2.236276849642,,2.48777581732104,,-0.030272378227119923,-0.013536954618103815,,,-0.2817713459061597,True,0
QmdsZHNo,8,bgldsh,Bgldsh,AsnAlnOrC,asian_subgroup,decennial,0.00184971098265896,1,0.000257878291285304,53174,0.04685268287869,7,7,0.0015918326913736559,-53166,True,-4.5002971896031045
Qk5I,527,bnh,BNH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0171582991469688,390,0.0126779793251414,1861295,0.227677641452439,137,0.35128205128205126,0.0044803198218273995,-1860768,True,-21.05193423054702
