id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.39,0.49,12.5,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.31,0.56,14.7,,,True,2.85,0.01,0.2,,,True,0.08000000000000007,0.7441102068914255,False,,,,,-0.45999999999999996,0.4901020301937138,False,,
QXZnSEhTUk9j,2.71,0.12,2.8,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.75,0.12,2.7,,,True,2.51,0.01,0.2,,,True,-0.040000000000000036,0.16970562748477142,False,,,,,0.20000000000000018,0.12041594578792295,False,,
Qmx0MDB0MDk=,142,74,31.7,0.007,0.004,blt00t09,Blt00t09,HU3,year_structure_built,housing,False,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.007,0.004,False,-198646,2928.9349600153296,True,-5,0.4123105625617661,True
Qmx0MTBMdHI=,77,54,42.5,0.004,0.003,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.004,0.003,False,-76601,1919.7596203691753,True,-1.7999999999999998,0.31622776601683794,True
Qmx0NDB0NDk=,2519,364,8.8,0.124,0.018,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.124,0.018,True,-352394,3926.9066706505773,True,2.200000000000001,1.8027756377319943,False
Qmx0NTB0NTk=,3096,339,6.7,0.152,0.017,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.152,0.017,True,-447713,4124.953575496335,True,2.1999999999999993,1.7029386365926402,False
Qmx0NjB0Njk=,1230,247,12.2,0.06,0.012,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.06,0.012,True,-439269,4332.0473219945325,True,-6.699999999999999,1.2041594578792296,True
Qmx0NzB0Nzk=,851,225,16.1,0.042,0.011,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.042,0.011,True,-244340,3248.800701797511,True,-2.8999999999999995,1.104536101718726,False
Qmx0ODB0ODk=,376,151,24.5,0.018,0.007,blt80t89,Blt80t89,HU3,year_structure_built,housing,False,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.018,0.007,False,-163756,2909.920445647956,True,-2.9000000000000004,0.7071067811865476,True
Qmx0OTB0OTk=,261,118,27.4,0.013,0.006,blt90t99,Blt90t99,HU3,year_structure_built,housing,False,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.013,0.006,False,-127701,2844.448628469145,True,-2.3999999999999995,0.6082762530298219,True
Qmx0QmYzOQ==,11808,513,2.6,0.58,0.025,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.58,0.025,True,-1401574,6804.365804393529,True,17.299999999999997,2.5079872407968904,True
QnRSVlZFdGM=,21,33,95.5,0.001,0.002,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,21,33,False,0,,0.001,0.002,False,-1881,347.57013680694723,True,0,0.223606797749979
R1IxNWt0MTlr,4223,466,6.7,0.241,0.026,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.241,0.026,True,-438316,4895.2308423607565,True,2.6999999999999993,2.6076809620810595,False
R1Ixa3QxNGs=,6920,544,4.8,0.395,0.03,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.395,0.03,True,-613078,5161.746313022367,True,9.5,3.0066592756745814,True
R1IyMGt0MjRr,1061,229,13.1,0.061,0.013,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.061,0.013,True,-205608,2808.3521858912213,True,-3.9000000000000004,1.3038404810405297,False
R1IyNWt0Mjlr,135,81,36.3,0.008,0.005,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.008,0.005,False,-102267,2684.2224199942893,True,-4.2,0.5099019513592785,True
R1Iza3Bs,153,82,32.5,0.009,0.005,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.009,0.005,False,-147071,2969.1325332494002,True,-6.199999999999999,0.5099019513592785,True
R1I1MDB0OTk5,2612,403,9.4,0.149,0.023,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.149,0.023,True,-318853,3284.814911071855,True,-0.7000000000000011,2.308679276123039,False
R1Jub1JudFBk,486,202,25.3,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,494,199,24.5,,,False,59425,1926,2,,,True,-8,283.5577542582816,False,-0.016194331983805668,0.5694442521190588,False,,,-58939,1936.5639674433685,True,,
R1JQSTE1dDE5,2205,361,9.9,0.128,0.021,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2096,339,9.8,0.128,0.021,True,222841,3644,1,0.111,0.002,True,109,495.21914341026843,False,0.05200381679389313,0.24210398448739262,False,0,0.029698484809835,-220636,3661.837926506306,True,1.700000000000001,2.1095023109728985,False
SFUzdDR1,180,109,36.7,0.009,0.005,hu3t4u,HU3t4u,HU2,units_in_structure,housing,False,165,109,40.2,0.009,0.006,False,333505,3795,0.7,0.096,0.001,True,15,154.14927829866735,False,0.09090909090909091,0.9776261404820208,False,0,0.0078102496759066544,-333325,3796.565026441665,True,-8.7,0.5099019513592785,True
SFU0,20360,193,0.6,1,0,hu4,HU4,HU4,rooms,housing,True,19087,141,0.5,1,0,True,3472354,1104,0,1,0,True,1273,239.0188277102873,True,0.0666946088961073,0.012819415007094352,True,0,0,-3451994,1120.7430570831123,True,0,0
SFU1dDl1,299,136,27.7,0.015,0.007,hu5t9u,HU5t9u,HU2,units_in_structure,housing,False,467,213,27.7,0.024,0.011,False,228415,3185,0.8,0.066,0.001,True,-168,252.7152547829276,False,-0.35974304068522484,0.412415851249731,False,-0.009000000000000001,0.013038404810405297,False,-228116,3187.9022883394655,True,-5.1000000000000005,0.7071067811865476,True
SFVub01ydGcx,591,134,13.8,0.346,0.064,hunomrtg1,HUnoMrtg1,OOcHU3,mortgage_status,housing,True,331,109,20.1,0.255,0.077,False,422629,4549,0.7,0.41,0.003,True,260,172.73389939441535,False,0.7854984894259819,0.7138652896488705,False,0.09099999999999997,0.10012492197250393,False,-422038,4550.9731926259465,True,-6.400000000000006,6.4070273918565395,False
SFVub01ydGcy,550,127,14,1,0,hunomrtg2,HUnoMrtg2,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,331,109,20.1,1,0,False,416370,4562,0.7,1,0,True,219,167.36188335460378,False,0.6616314199395771,0.6682999786762267,False,0,0,-415820,4563.767413004304,True,0,0
SFV3TXJ0Zw==,1116,207,11.3,0.654,0.085,huwmrtg,HUwMrtg,OOcHU3,mortgage_status,housing,True,967,152,9.6,0.745,0.062,True,607211,5367,0.5,0.59,0.003,True,149,256.8131616564852,False,0.15408479834539815,0.2805923475883117,False,-0.09099999999999997,0.10520931517693669,False,-606095,5370.9904114604415,True,6.400000000000006,8.505292469985967,False
SFV3TXJ0Z0V4,1116,207,11.3,1,0,huwmrtgex,HUwMrtgEx,HUwMrtgEx,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,967,152,9.6,1,0,True,603062,5350,0.5,1,0,True,149,256.8131616564852,False,0.15408479834539815,0.2805923475883117,False,0,0,-601946,5354.003081807107,True,0,0
TWRHUg==,1279,44,2.1,,,mdgr,MdGR,median,gross_rent,housing,True,1087,35,1.9,,,True,1396,4,0.2,,,True,192,56.22277118748239,True,0.1766329346826127,0.05544234160569349,True,,,-117,44.181444068749045,False,,
TWRSbXM=,3.5,0.1,1.5,,,mdrms,MdRms,median,rooms,housing,True,3.5,0.1,1.5,,,True,4,0.1,1.5,,,True,0,0.14142135623730953,,,,,-0.5,0.14142135623730953,True,,
TWRWbA==,349178,35608,6.2,,,mdvl,MdVl,median,value,housing,True,393347,33117,5.1,,,True,570500,2845,0.3,,,True,-44169,48627.82488452471,False,-0.11229016618914088,0.11739159369063316,False,,,-221322,35721.47377978686,True,,
TW9iSG0=,0,0,,0,0,mobhm,MobHm,HU2,units_in_structure,housing,False,0,0,,0,0,False,4514,450,6.1,0.001,0.001,True,0,0,0,,,,-4514,450,True,-0.1,0.1,False
TXYwMHQwOQ==,5115,506,6,0.26,0.025,mv00t09,Mv00t09,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,830839,6308,0.5,0.263,0.002,True,,,,,0.26,0.025,True,-825724,6328.2620046897555,True,-0.3000000000000007,2.5079872407968904,False
TXYxMEx0cg==,7597,638,5.1,0.386,0.032,mv10ltr,Mv10Ltr,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,1341699,7655,0.3,0.425,0.002,True,,,,,0.386,0.032,True,-1334102,7681.540795960143,True,-3.8999999999999986,3.2062439083762797,False
TXY4MHQ4OQ==,,0,,0,0,mv80t89,Mv80t89,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXY5MHQ5OQ==,3159,405,7.8,0.16,0.02,mv90t99,Mv90t99,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,460385,4845,0.6,0.146,0.001,True,,,,,0.16,0.02,True,-457226,4861.897777617296,True,1.4000000000000004,2.0024984394500787,False
TXZCZjc5,,0,,0,0,mvbf79,MvBf79,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXZCZjg5,3835,419,6.6,0.195,0.021,mvbf89,MvBf89,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,521180,4786,0.6,0.165,0.001,True,,,,,0.195,0.021,True,-517345,4804.3060893327765,True,3,2.1023796041628637,False
Tk1TTVAxMDE0,99,68,42,0.18,0.117,nmsmp1014,NMSMP1014,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,47,50,64.8,0.142,0.144,False,61830,1682,1.7,0.148,0.004,True,52,84.40379138403677,False,1.1063829787234043,2.6673183543680636,False,0.038000000000000006,0.18553975315279472,False,-61731,1683.3739929082901,True,3.200000000000001,11.706835610018619,False
Tk1TTVAxNTE5,32,32,61.3,0.058,0.057,nmsmp1519,NMSMP1519,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,47,40,51.4,0.142,0.11,False,40494,1193,1.8,0.097,0.003,True,-15,51.22499389946279,False,-0.3191489361702128,0.894045761837398,False,-0.08399999999999999,0.12389108119634762,False,-40462,1193.4290929921224,True,-3.9000000000000004,5.707889277132135,False
Tk1TTVAyMDI0,21,25,73.1,0.038,0.045,nmsmp2024,NMSMP2024,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,15,16,66,0.045,0.047,False,28114,1114,2.4,0.068,0.002,True,6,29.68164415931166,False,0.4,2.2378163960035287,False,-0.006999999999999999,0.06506919393998976,False,-28093,1114.2804853357165,True,-3.000000000000001,4.504442251822083,False
Tk1TTVAyNTI5,13,20,93.5,0.024,0.036,nmsmp2529,NMSMP2529,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,9,16,108.1,0.027,0.047,False,20385,1033,3.1,0.049,0.002,True,4,25.612496949731394,False,0.4444444444444444,3.3959370364353965,False,-0.002999999999999999,0.05920304046246273,False,-20372,1033.1935927017744,True,-2.5000000000000004,3.6055512754639887,False
Tk1TTVAzMDM0,0,0,,0,0,nmsmp3034,NMSMP3034,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,16,25,95,0.048,0.074,False,16215,837,3.1,0.039,0.002,True,-16,25,False,-1,0,True,-0.048,0.074,False,-16215,837,True,-3.9,0.2,True
Tk1TTVAzNXBs,30,24,48.8,0.055,0.042,nmsmp35pl,NMSMP35pl,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,11,17,93.9,0.033,0.05,False,78141,1841,1.4,0.188,0.004,True,19,29.410882339705484,False,1.7272727272727273,4.74610477682045,False,0.022,0.06529931086925804,False,-78111,1841.1564300732298,True,-13.3,4.219004621945797,True
Tk1TTVBOdEM=,41,47,70,,,nmsmpntc,NMSMPNtC,NA,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,0,0,,,,False,6259,564,5.5,,,True,41,47,False,0,,,,-6218,565.9549452032379,True,,
Tk1TTVBVMTA=,355,97,16.6,0.645,0.094,nmsmpu10,NMSMPU10,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,186,84,27.5,0.562,0.174,False,171191,2946,1,0.411,0.005,True,169,128.3160161476345,False,0.9086021505376344,1.0074346399852376,False,0.08299999999999996,0.19776754030932375,False,-170836,2947.596478488872,True,23.400000000000006,9.413288479590967,False
Tm9WaGNsQXY=,14297,550,2.3,0.726,0.026,novhclav,NoVhclAv,OcHU4,vehicles_available,housing,True,13617,493,2.2,0.75,0.024,True,1721745,6312,0.2,0.546,0.002,True,680,738.6128891374697,False,0.049937578027465665,0.05546507610027387,False,-0.02400000000000002,0.03538361202590826,False,-1707448,6335.9169817793545,True,17.999999999999993,2.6076809620810595,True
T2NIVTE=,19706,294,0.9,0.968,0.011,ochu1,OcHU1,HU1,housing_occupancy,housing,True,18159,300,1,0.951,0.014,True,3154103,5930,0.1,0.908,0.002,True,1547,420.04285495649134,True,0.08519191585439727,0.02415668804089959,True,0.017000000000000015,0.017804493814764857,False,-3134397,5937.283553949567,True,6,1.1180339887498947,True
T2NIVTI=,19706,294,0.9,1,0,ochu2,OcHU2,OcHU2,housing_tenure,housing,True,18159,300,1,1,0,True,3154103,5930,0.1,1,0,True,1547,420.04285495649134,True,0.08519191585439727,0.02415668804089959,True,0,0,-3134397,5937.283553949567,True,0,0
T2NIVTM=,19706,294,0.9,1,0,ochu3,OcHU3,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,3154103,5930,0.1,1,0,True,,,,,1,0,True,-3134397,5937.283553949567,True,0,0
T2NIVTQ=,19706,294,0.9,1,0,ochu4,OcHU4,OcHU4,vehicles_available,housing,True,18159,300,1,1,0,True,3154103,5930,0.1,1,0,True,1547,420.04285495649134,True,0.08519191585439727,0.02415668804089959,True,0,0,-3134397,5937.283553949567,True,0,0
T2NIVTU=,19706,294,0.9,1,0,ochu5,OcHU5,OcHU5,occupants_per_room,housing,True,18159,300,1,1,0,True,3154103,5930,0.1,1,0,True,1547,420.04285495649134,True,0.08519191585439727,0.02415668804089959,True,0,0,-3134397,5937.283553949567,True,0,0
