id,sum,variable,variablename,base,category,profile,percent,previous_sum,previous_percent,comparison_sum,comparison_percent,change_sum,change_percent,change_percentage_point,difference_sum,significant,difference_percent
QU5I,1689,anh,ANH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0486477145079063,1434,0.0379154438010629,1028119,0.125761746016854,255,0.17782426778242677,0.010732270706843405,-1026430,True,-7.71140315089477
QXJn,62,arg,Arg,Hsp2,hispanic_subgroup,decennial,0.0121592469111591,19,0.00260989010989011,15169,0.0064933675103036,43,2.263157894736842,0.00954935680126899,-15107,True,0.5665879400855501
QXNuQWxuT3JD,2120,asnalnorc,AsnAlnOrC,AsnAlnOrC,asian_subgroup,decennial,1,1727.72631578947,1,1134919,1,392.27368421053006,0.22704619396347153,0,-1132799,True,0
QXNuQWxvbmU=,1717,asnalone,AsnAlone,AsnAlnOrC,asian_subgroup,decennial,0.809905660377358,1464.85263157895,0.847849927498267,1038388,0.914944590759341,252.14736842105003,0.17213155984794382,-0.037944267120909037,-1036671,True,-10.5038930381983
QXNuSW5Db21ibw==,403,asnincombo,AsnInCombo,AsnAlnOrC,asian_subgroup,decennial,0.190094339622642,262.873684210526,0.152150072501737,96531,0.0850554092406595,140.126315789474,0.5330557001561705,0.037944267120904984,-96128,True,10.50389303819825
QXNuSW5k,368,asnind,AsnInd,AsnAlnOrC,asian_subgroup,decennial,0.173584905660377,534.873684210526,0.309582414368748,192209,0.169359222993007,-166.873684210526,-0.31198708991793395,-0.13599750870837102,-191841,True,0.4225682667369952
QXZnRmFtU3o=,2.87928669410151,avgfamsz,AvgFamSz,mean,relationship_to_head_of_household__householder_,decennial,,,3.15744982172063,,3.32030552025947,,-0.2781631276191199,-0.08809740243711517,,,-0.44101882615795995,True,0
QXZnSEhTeg==,2.15792762952315,avghhsz,AvgHHSz,mean,relationship_to_head_of_household__householder_,decennial,,,2.47593688362919,,2.56918261847125,,-0.3180092541060402,-0.12843996800108537,,,-0.41125498894809986,True,0
QXZISFN6T09j,2.42590518850317,avhhszooc,AvHHSzOOc,mean,housing_tenure,decennial,,,2.55783972125436,,2.75068958927896,,-0.13193453275119005,-0.05158045347989575,,,-0.32478440077578963,True,0
QXZISFN6Uk9j,2.10403843266777,avhhszroc,AvHHSzROc,mean,housing_tenure,decennial,,,2.45688816855754,,2.48777581732104,,-0.35284973588977,-0.14361652288672588,,,-0.3837373846532697,True,0
QmdsZHNo,62,bgldsh,Bgldsh,AsnAlnOrC,asian_subgroup,decennial,0.0292452830188679,77,0.0445672438373525,53174,0.04685268287869,-15,-0.19480519480519481,-0.015321960818484599,-53112,True,-1.7607399859822102
Qk5I,433,bnh,BNH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0124715573605231,427,0.011290024060707,1861295,0.227677641452439,6,0.01405152224824356,0.001181533299816101,-1860862,True,-21.52060840919159
Qm9s,15,bol,Bol,Hsp2,hispanic_subgroup,decennial,0.00294175328495783,11,0.00151098901098901,4488,0.0019211703728817,4,0.36363636363636365,0.00143076427396882,-4473,True,0.10205829120761298
Q0Ft,504,cam,CAm,Hsp2,hispanic_subgroup,decennial,0.0988429103745832,557,0.076510989010989,151378,0.0648001178043865,-53,-0.09515260323159784,0.0223319213635942,-150874,True,3.4042792570196694
Q2FtYmRu,4,cambdn,Cambdn,AsnAlnOrC,asian_subgroup,decennial,0.00188679245283019,0,0,2166,0.00190850624582019,4,0,0.00188679245283019,-2162,True,0
Q2hp,50,chi,Chi,Hsp2,hispanic_subgroup,decennial,0.00980584428319278,11,0.00151098901098901,7026,0.00300760762920384,39,3.5454545454545454,0.00829485527220377,-6976,True,0.6798236653988939
Q2hpbmVzZQ==,447,chinese,Chinese,AsnAlnOrC,asian_subgroup,decennial,0.210849056603774,378.873684210526,0.219290335945021,486463,0.428632351736115,68.126315789474,0.1798127413663778,-0.008441279341246999,-486016,True,-21.778329513234098
Q29s,263,col,Col,Hsp2,hispanic_subgroup,decennial,0.051578740929594,296,0.0406593406593407,94723,0.0405479102563444,-33,-0.11148648648648649,0.010919400270253295,-94460,True,1.1030830673249605
Q1JpYw==,19,cric,CRic,Hsp2,hispanic_subgroup,decennial,0.00372622082761326,0,0,6673,0.00285649953169332,19,0,0.00372622082761326,-6654,True,0.08697212959199402
Q3Vi,111,cub,Cub,Hsp2,hispanic_subgroup,decennial,0.021768974308688,51,0.00700549450549451,40840,0.0174823079386116,60,1.1764705882352942,0.014763479803193489,-40729,True,0.42866663700763996
RG9t,383,dom,Dom,Hsp2,hispanic_subgroup,decennial,0.0751127672092567,710,0.0975274725274725,576701,0.246867396437445,-327,-0.46056338028169014,-0.022414705318215794,-576318,True,-17.17546292281883
RWN1,404,ecu,Ecu,Hsp2,hispanic_subgroup,decennial,0.0792312218081977,820,0.112637362637363,167209,0.0715768665060555,-416,-0.5073170731707317,-0.03340614082916531,-166805,True,0.7654355302142184
RmFt,6561,fam,Fam,HH,household_type_,decennial,0.410036872695457,8399,0.552202498356344,1850221,0.594967689074225,-1838,-0.2188355756637695,-0.14216562566088703,-1843660,True,-18.493081637876806
RmFtMQ==,6561,fam1,Fam1,AvgFamSz,relationship_to_head_of_household__householder_,decennial,0,8399,0,1850221,0,-1838,-0.2188355756637695,0,-1843660,True,0
RmVt,17390,fem,Fem,Pop2,sex_and_age,decennial,0.500878481523085,18701,0.494460749319161,4292589,0.525078796883182,-1311,-0.07010320303727073,0.006417732203923998,-4275199,True,-2.4200315360097022
RmVtTkhzYg==,1365,femnhsb,FemNHsb,HH,household_type_,decennial,0.0853071683019811,1870,0.122945430637738,581745,0.187069262688341,-505,-0.2700534759358289,-0.0376382623357569,-580380,True,-10.176209438635993
RmlsaXBpbm8=,121,filipino,Filipino,AsnAlnOrC,asian_subgroup,decennial,0.0570754716981132,53,0.0306761548490868,67292,0.0592923371623878,68,1.2830188679245282,0.0263993168490264,-67171,True,-0.22168654642745977
