id,sum,variable,variablename,base,category,profile,percent,previous_sum,previous_percent,comparison_sum,comparison_percent,change_sum,change_percent,change_percentage_point,difference_sum,significant,difference_percent
QU5I,10135,anh,ANH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.157087944449611,8302,0.128521889900303,1028119,0.125761746016854,1833,0.22079017104312215,0.028566054549307995,-1017984,True,3.1326198432757
QXJn,90,arg,Arg,Hsp2,hispanic_subgroup,decennial,0.0172977128579666,59,0.0135601011261779,15169,0.0064933675103036,31,0.5254237288135594,0.003737611731788701,-15079,True,1.0804345347663
QXNuQWxuT3JD,10741,asnalnorc,AsnAlnOrC,AsnAlnOrC,asian_subgroup,decennial,1,8835,1,1134919,1,1906,0.21573288058856818,0,-1124178,True,0
QXNuQWxvbmU=,10188,asnalone,AsnAlone,AsnAlnOrC,asian_subgroup,decennial,0.948515035843962,8343,0.944312393887946,1038388,0.914944590759341,1845,0.22114347357065803,0.004202641956016051,-1028200,True,3.3570445084620957
QXNuSW5Db21ibw==,553,asnincombo,AsnInCombo,AsnAlnOrC,asian_subgroup,decennial,0.0514849641560376,492,0.0556876061120543,96531,0.0850554092406595,61,0.12398373983739837,-0.004202641956016696,-95978,True,-3.3570445084621907
QXNuSW5k,389,asnind,AsnInd,AsnAlnOrC,asian_subgroup,decennial,0.0362163671911368,542,0.0613469156762875,192209,0.169359222993007,-153,-0.2822878228782288,-0.0251305484851507,-191820,True,-13.314285580187022
QXZnRmFtU3o=,3.07285985297605,avgfamsz,AvgFamSz,mean,relationship_to_head_of_household__householder_,decennial,,,3.07003572055982,,3.32030552025947,,0.0028241324162299186,0.0009199021357689411,,,-0.24744566728342,True,0
QXZnSEhTeg==,2.42163439548712,avghhsz,AvgHHSz,mean,relationship_to_head_of_household__householder_,decennial,,,2.44924666045356,,2.56918261847125,,-0.02761226496643987,-0.01127377875502606,,,-0.14754822298412984,True,0
QXZISFN6T09j,2.57681671531725,avhhszooc,AvHHSzOOc,mean,housing_tenure,decennial,,,2.63869003538221,,2.75068958927896,,-0.06187332006496016,-0.023448498776021606,,,-0.17387287396170992,True,0
QXZISFN6Uk9j,2.26880012104706,avhhszroc,AvHHSzROc,mean,housing_tenure,decennial,,,2.27994705493051,,2.48777581732104,,-0.011146933883449783,-0.004889119622029788,,,-0.21897569627397973,True,0
QmdsZHNo,68,bgldsh,Bgldsh,AsnAlnOrC,asian_subgroup,decennial,0.00633088166837352,1,0.000113186191284663,53174,0.04685268287869,67,67,0.006217695477088857,-53106,True,-4.052180121031649
Qk5I,4161,bnh,BNH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0644936296847391,3993,0.0618149730633476,1861295,0.227677641452439,168,0.042073628850488355,0.0026786566213914953,-1857134,True,-16.31840117676999
Qm9s,0,bol,Bol,Hsp2,hispanic_subgroup,decennial,0,0,0,4488,0.0019211703728817,0,0,0,-4488,True,-0.19211703728817
Q0Ft,361,cam,CAm,Hsp2,hispanic_subgroup,decennial,0.0693830482413992,334,0.0767639623075155,151378,0.0648001178043865,27,0.08083832335329341,-0.007380914066116309,-151017,True,0.45829304370126867
Q2FtYmRu,46,cambdn,Cambdn,AsnAlnOrC,asian_subgroup,decennial,0.00428265524625268,22,0.00249009620826259,2166,0.00190850624582019,24,1.0909090909090908,0.0017925590379900902,-2120,True,0.237414900043249
Q2hp,24,chi,Chi,Hsp2,hispanic_subgroup,decennial,0.00461272342879108,29,0.00666513445185015,7026,0.00300760762920384,-5,-0.1724137931034483,-0.00205241102305907,-7002,True,0.160511579958724
Q2hpbmVzZQ==,7726,chinese,Chinese,AsnAlnOrC,asian_subgroup,decennial,0.719299878968439,6644,0.752009054895303,486463,0.428632351736115,1082,0.1628537025888019,-0.032709175926863954,-478737,True,29.066752723232412
Q29s,178,col,Col,Hsp2,hispanic_subgroup,decennial,0.0342110320968672,173,0.0397609744886233,94723,0.0405479102563444,5,0.028901734104046242,-0.005549942391756102,-94545,True,-0.6336878159477197
Q1JpYw==,8,cric,CRic,Hsp2,hispanic_subgroup,decennial,0.00153757447626369,32,0.00735463111928292,6673,0.00285649953169332,-24,-0.75,-0.00581705664301923,-6665,True,-0.131892505542963
Q3Vi,171,cub,Cub,Hsp2,hispanic_subgroup,decennial,0.0328656544301365,224,0.0514824178349805,40840,0.0174823079386116,-53,-0.23660714285714285,-0.018616763404844,-40669,True,1.5383346491524896
RG9t,496,dom,Dom,Hsp2,hispanic_subgroup,decennial,0.095329617528349,311,0.0714778211905309,576701,0.246867396437445,185,0.594855305466238,0.0238517963378181,-576205,True,-15.153777890909604
RWN1,155,ecu,Ecu,Hsp2,hispanic_subgroup,decennial,0.0297905054776091,149,0.0342450011491611,167209,0.0715768665060555,6,0.040268456375838924,-0.004454495671551997,-167054,True,-4.17863610284464
RmFt,16868,fam,Fam,HH,household_type_,decennial,0.642933373989937,17077,0.663132960546754,1850221,0.594967689074225,-209,-0.01223868360953329,-0.020199586556816973,-1833353,True,4.796568491571193
RmFtMQ==,16868,fam1,Fam1,AvgFamSz,relationship_to_head_of_household__householder_,decennial,0,17077,0,1850221,0,-209,-0.01223868360953329,0,-1833353,True,0
RmVt,34345,fem,Fem,Pop2,sex_and_age,decennial,0.532332062370191,34205,0.529521951823642,4292589,0.525078796883182,140,0.00409296886420114,0.002810110546549005,-4258244,True,0.7253265487008989
RmVtTkhzYg==,3778,femnhsb,FemNHsb,HH,household_type_,decennial,0.144000609849062,3455,0.134164336750544,581745,0.187069262688341,323,0.0934876989869754,0.009836273098517978,-577967,True,-4.306865283927904
RmlsaXBpbm8=,176,filipino,Filipino,AsnAlnOrC,asian_subgroup,decennial,0.0163858113769668,168,0.0190152801358234,67292,0.0592923371623878,8,0.047619047619047616,-0.0026294687588565985,-67116,True,-4.2906525785421
Rm1SZWxDaFUxOA==,6871,fmrelchu18,FmRelChU18,HH,household_type_,decennial,0.261892056715963,7437,0.288793103448276,948747,0.305084533202306,-566,-0.07610595670297163,-0.026901046732313028,-941876,True,-4.3192476486343025
Rk5IUkNoVTE4,1856,fnhrchu18,FNHRChU18,HH,household_type_,decennial,0.0707424912334197,1804,0.0700528114321218,343280,0.110387087977815,52,0.028824833702882482,0.0006896798012979016,-341424,True,-3.9644596744395306
R3JuZENoVTE4,799,grndchu18,GrndChU18,PopU18_2,relationship_to_head_of_household__householder_,decennial,0.0681275579809004,763,0.0595721424109931,165859,0.0938057621947943,36,0.047182175622542594,0.008555415569907292,-165060,True,-2.5678204213893903
R3VhdA==,40,guat,Guat,Hsp2,hispanic_subgroup,decennial,0.00768787238131847,52,0.0119512755688348,30420,0.0130218366183292,-12,-0.23076923076923078,-0.0042634031875163295,-30380,True,-0.5333964237010731
SEg=,26236,hh,HH,HH,household_type_,decennial,1,25752,1,3109784,1,484,0.01879465672569121,0,-3083548,True,0
SEgx,26236,hh1,HH1,AvgHHSz,relationship_to_head_of_household__householder_,decennial,0,25752,0,3109784,0,484,0.01879465672569121,0,-3083548,True,0
SEgxcGVyc29u,8250,hh1person,HH1person,OcHU_4,household_size,decennial,0.314453422777862,7771,0.301762969866418,995755,0.320200695611013,479,0.06163942864496204,0.012690452911443995,-987505,True,-0.5747272833151023
SEgycHBs,8017,hh2ppl,HH2ppl,OcHU_4,household_size,decennial,0.305572495807288,7875,0.305801491146319,858781,0.276154549640747,142,0.01803174603174603,-0.00022899533903097957,-850764,True,2.9417946166541036
