id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.7,0.38,8.6,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.91,0.41,8.5,,,True,2.85,0.01,0.2,,,True,-0.20999999999999996,0.5590169943749475,False,,,,,-0.1499999999999999,0.38013155617496425,False,,
QXZnSEhTUk9j,2.1,0.1,3,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.49,0.12,2.9,,,True,2.51,0.01,0.2,,,True,-0.3900000000000001,0.1562049935181331,False,,,,,-0.4099999999999997,0.1004987562112089,True,,
T2NQUjFwbA==,1050,210,12.2,0.049,0.01,ocpr1pl,OcPR1pl,OcHU5,occupants_per_room,housing,True,1052,224,12.9,0.052,0.011,True,284606,3868,0.8,0.09,0.001,True,-2,307.0439707924583,False,-0.0019011406844106464,0.2915717030756731,False,-0.0029999999999999957,0.014866068747318505,False,-283556,3873.6964258960716,True,-4.1,1.004987562112089,True
T09jSFUx,2837,270,5.8,0.133,0.012,oochu1,OOcHU1,OcHU2,housing_tenure,housing,True,3458,308,5.4,0.171,0.015,True,1029840,7102,0.4,0.327,0.002,True,-621,409.59003894137857,False,-0.17958357432041644,0.10694016066194635,False,-0.038000000000000006,0.019209372712298545,False,-1027003,7107.1305039375775,True,-19.400000000000002,1.2165525060596438,True
T09jSFUy,2837,270,5.8,1,0,oochu2,OOcHU2,OOcHU2,value,housing,True,3458,308,5.4,1,0,True,1029840,7102,0.4,1,0,True,-621,409.59003894137857,False,-0.17958357432041644,0.10694016066194635,False,0,0,-1027003,7107.1305039375775,True,0,0
T09jSFUz,2837,270,5.8,1,0,oochu3,OOcHU3,OOcHU3,mortgage_status,housing,True,3458,308,5.4,1,0,True,1029840,7102,0.4,1,0,True,-621,409.59003894137857,False,-0.17958357432041644,0.10694016066194635,False,0,0,-1027003,7107.1305039375775,True,0,0
T09jSFU0,2837,270,5.8,0,0,oochu4,OOcHU4,AvgHHSOOc,housing__special_variable,housing,True,3458,308,,0,0,False,1029840,7102,0.4,0,0,True,-621,409.59003894137857,False,-0.17958357432041644,0.10694016066194635,False,0,0,-1027003,7107.1305039375775,True,0,0
T09jSFU1,2837,270,5.8,0.007,0,oochu5,OOcHU5,MdVl,housing__special_variable,housing,True,3458,0,,0,0,False,1029840,7102,0.4,0,0,True,-621,270,False,-0.17958357432041644,0.07807981492192018,False,0.007,0,True,-1027003,7107.1305039375775,True,0.7000000000000001,0,True
T1YxMDB0MTI0,41,31,45.5,0,0,ov100t124,OV100t124,MdVl,housing__special_variable,housing,False,65,0,,0,0,False,13231,0,,0,0,False,-24,31,False,-0.36923076923076925,0.47692307692307695,False,0,0,-13190,31,True,0,0
T1YxMjV0MTQ5,0,0,,0,0,ov125t149,OV125t149,MdVl,housing__special_variable,housing,False,8,0,,0,0,False,7768,0,,0,0,False,-8,0,True,-1,0,True,0,0,-7768,0,True,0,0
T1YxNTB0MTc0,8,12,91.2,0,0,ov150t174,OV150t174,MdVl,housing__special_variable,housing,False,82,0,,0,0,False,15896,0,,0,0,False,-74,12,True,-0.9024390243902439,0.14634146341463417,True,0,0,-15888,12,True,0,0
T1YxNTB0MTk5bQ==,0,0,,0,0,ov150t199m,OV150t199m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,32941,0,,0,0,False,,,,,0,0,-32941,0,True,0,0
T1YxNzV0MTk5,8,13,98.8,0,0,ov175t199,OV175t199,MdVl,housing__special_variable,housing,False,33,0,,0,0,False,11331,0,,0,0,False,-25,13,False,-0.7575757575757576,0.393939393939394,False,0,0,-11323,13,True,0,0
T1YxbWlscGw=,,0,,0,0,ov1milpl,OV1milpl,MdVl,housing__special_variable,housing,False,19,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
T1YxdDE0OW0=,10,15,91.2,0,0,ov1t149m,OV1t149m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,83619,0,,0,0,False,,,,,0,0,-83609,15,True,0,0
