id,sum,variable,variablename,base,category,profile,percent,previous_sum,previous_percent,comparison_sum,comparison_percent,change_sum,change_percent,change_percentage_point,difference_sum,significant,difference_percent
QU5I,12357,anh,ANH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0693080413481331,9243,0.0534710170079833,1028119,0.125761746016854,3114,0.33690360272638753,0.01583702434014981,-1015762,True,-5.645370466872089
QXJn,345,arg,Arg,Hsp2,hispanic_subgroup,decennial,0.00859963108828955,217,0.00423876860115031,15169,0.0064933675103036,128,0.5898617511520737,0.00436086248713924,-14824,True,0.21062635779859495
QXNuQWxuT3JD,14098,asnalnorc,AsnAlnOrC,AsnAlnOrC,asian_subgroup,decennial,1,10230.7983017332,1,1134919,1,3867.201698266799,0.3779960843927161,0,-1120821,True,0
QXNuQWxvbmU=,12491,asnalone,AsnAlone,AsnAlnOrC,asian_subgroup,decennial,0.886012200312101,9398.63719902291,0.918661175973992,1038388,0.914944590759341,3092.362800977089,0.32902246735288104,-0.032648975661890955,-1025897,True,-2.893239044723998
QXNuSW5Db21ibw==,1607,asnincombo,AsnInCombo,AsnAlnOrC,asian_subgroup,decennial,0.113987799687899,832.161102710248,0.0813388240260073,96531,0.0850554092406595,774.838897289752,0.9311164566166281,0.032648975661891705,-94924,True,2.89323904472395
QXNuSW5k,1357,asnind,AsnInd,AsnAlnOrC,asian_subgroup,decennial,0.0962547879131792,1432.34837734093,0.140003578909212,192209,0.169359222993007,-75.34837734093003,-0.052604784236087755,-0.04374879099603281,-190852,True,-7.310443507982784
QXZnRmFtU3o=,3.3960951464320086,avgfamsz,AvgFamSz,mean,relationship_to_head_of_household__householder_,decennial,,,3.553982584404051,,3.32030552025947,,-0.1578874379720423,-0.044425495686135345,,,0.0757896261725386,True,0
QXZnSEhTeg==,2.5457127615092925,avghhsz,AvgHHSz,mean,relationship_to_head_of_household__householder_,decennial,,,2.8027290001310443,,2.56918261847125,,-0.2570162386217518,-0.09170213695642168,,,-0.02346985696195736,True,0
QXZISFN6T09j,2.736383442265795,avhhszooc,AvHHSzOOc,mean,housing_tenure,decennial,,,2.9041552724604816,,2.75068958927896,,-0.16777183019468644,-0.05776957994830127,,,-0.014306147013164683,True,0
QXZISFN6Uk9j,2.4838851338450376,avhhszroc,AvHHSzROc,mean,housing_tenure,decennial,,,2.769710129193356,,2.48777581732104,,-0.2858249953483183,-0.103196718073729,,,-0.003890683476002188,True,0
QmdsZHNo,163,bgldsh,Bgldsh,AsnAlnOrC,asian_subgroup,decennial,0.0115619236771173,131,0.0128044748939883,53174,0.04685268287869,32,0.24427480916030533,-0.001242551216871,-53011,True,-3.52907592015727
Qk5I,6335,bnh,BNH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0355317991373653,6110,0.0353465231979637,1861295,0.227677641452439,225,0.036824877250409165,0.00018527593940160375,-1854960,True,-19.214584231507366
Qm9s,35,bol,Bol,Hsp2,hispanic_subgroup,decennial,0.000872426342290244,34.2247295568221,0.000668528613033726,4488,0.0019211703728817,0.7752704431779023,0.022652346803522534,0.000203897729256518,-4453,True,-0.1048744030591456
Q0Ft,1548,cam,CAm,Hsp2,hispanic_subgroup,decennial,0.0385861707961514,2377.08619285797,0.0464328033019092,151378,0.0648001178043865,-829.0861928579702,-0.3487825537622429,-0.007846632505757803,-149830,True,-2.621394700823511
Q2FtYmRu,14,cambdn,Cambdn,AsnAlnOrC,asian_subgroup,decennial,0.00099304865938431,2,0.000195488166320431,2166,0.00190850624582019,12,6,0.000797560493063879,-2152,True,-0.09154575864358801
Q2hp,158,chi,Chi,Hsp2,hispanic_subgroup,decennial,0.00393838177376739,152,0.002969091370391,7026,0.00300760762920384,6,0.039473684210526314,0.0009692904033763898,-6868,True,0.09307741445635498
Q2hpbmVzZQ==,6093,chinese,Chinese,AsnAlnOrC,asian_subgroup,decennial,0.432188962973471,4515.31859951146,0.441345676685517,486463,0.428632351736115,1577.68140048854,0.3494064407014909,-0.009156713712046016,-480370,True,0.3556611237356009
Q29s,1027,col,Col,Hsp2,hispanic_subgroup,decennial,0.025599481529488,1301.52436896592,0.0254233208700678,94723,0.0405479102563444,-274.5243689659201,-0.21092526233990813,0.0001761606594202006,-93696,True,-1.4948428726856395
Q1JpYw==,79,cric,CRic,Hsp2,hispanic_subgroup,decennial,0.00196919088688369,40.3745492613702,0.000788656090758952,6673,0.00285649953169332,38.6254507386298,0.9566781907231369,0.0011805347961247382,-6594,True,-0.08873086448096298
Q3Vi,585,cub,Cub,Hsp2,hispanic_subgroup,decennial,0.0145819831497084,482.861463301152,0.00943197239330145,40840,0.0174823079386116,102.13853669884799,0.21152762119503832,0.005150010756406949,-40255,True,-0.29003247889032013
RG9t,8675,dom,Dom,Hsp2,hispanic_subgroup,decennial,0.216237100553368,12472.9738280796,0.243640782605683,576701,0.246867396437445,-3797.973828079599,-0.3044962556988187,-0.027403682052314998,-568026,True,-3.0630295884077015
RWN1,2011,ecu,Ecu,Hsp2,hispanic_subgroup,decennial,0.0501271249813052,2986,0.0583270186314969,167209,0.0715768665060555,-975,-0.32652377762893503,-0.008199893650191699,-165198,True,-2.144974152475031
RmFt,36365,fam,Fam,HH,household_type_,decennial,0.524316218982943,38458,0.629963307561263,1850221,0.594967689074225,-2093,-0.05442300691663633,-0.10564708857831995,-1813856,True,-7.065147009128204
RmFtMQ==,36365,fam1,Fam1,AvgFamSz,relationship_to_head_of_household__householder_,decennial,0,38458,0,1850221,0,-2093,-0.05442300691663633,0,-1813856,True,0
RmVt,90707,fem,Fem,Pop2,sex_and_age,decennial,0.508758153804735,87918,0.508608122179799,4292589,0.525078796883182,2789,0.03172274164562433,0.00015003162493598676,-4201882,True,-1.6320643078447077
RmVtTkhzYg==,7966,femnhsb,FemNHsb,HH,household_type_,decennial,0.114855025448044,9171,0.150226051631503,581745,0.187069262688341,-1205,-0.13139243266819323,-0.035371026183458984,-573779,True,-7.221423724029702
RmlsaXBpbm8=,749,filipino,Filipino,AsnAlnOrC,asian_subgroup,decennial,0.0531281032770606,521.685471676166,0.0509916681269915,67292,0.0592923371623878,227.314528323834,0.43573099245696173,0.002136435150069102,-66543,True,-0.6164233885327199
Rm1SZWxDaFUxOA==,17529,fmrelchu18,FmRelChU18,HH,household_type_,decennial,0.252735844975994,21168,0.346743546062115,948747,0.305084533202306,-3639,-0.17191043083900226,-0.094007701086121,-931218,True,-5.234868822631199
Rk5IUkNoVTE4,4061,fnhrchu18,FNHRChU18,HH,household_type_,decennial,0.0585521288406361,5462,0.0894705805267986,343280,0.110387087977815,-1401,-0.2564994507506408,-0.0309184516861625,-339219,True,-5.183495913717891
R3JuZENoVTE4,2305,grndchu18,GrndChU18,PopU18_2,relationship_to_head_of_household__householder_,decennial,0.0593078605429049,2854,0.0604404913172385,165859,0.0938057621947943,-549,-0.19236159775753328,-0.0011326307743335998,-163554,True,-3.44979016518894
R3VhdA==,388,guat,Guat,Hsp2,hispanic_subgroup,decennial,0.00967146916596042,718,0.0140250500259259,30420,0.0130218366183292,-330,-0.4596100278551532,-0.00435358085996548,-30032,True,-0.3350367452368782
SEg=,69357,hh,HH,HH,household_type_,decennial,1,61048,1,3109784,1,8309,0.13610601493906435,0,-3040427,True,0
SEgx,69357,hh1,HH1,AvgHHSz,relationship_to_head_of_household__householder_,decennial,0,61048,0,3109784,0,8309,0.13610601493906435,0,-3040427,True,0
SEgxcGVyc29u,20206,hh1person,HH1person,OcHU_4,household_size,decennial,0.291333246824401,16723,0.273931987943913,995755,0.320200695611013,3483,0.20827602702864317,0.01740125888048799,-975549,True,-2.8867448786612044
SEgycHBs,23364,hh2ppl,HH2ppl,OcHU_4,household_size,decennial,0.336865781391929,17024,0.278862534399161,858781,0.276154549640747,6340,0.37241541353383456,0.05800324699276804,-835417,True,6.071123175118206
SEgzcHBs,11060,hh3ppl,HH3ppl,OcHU_4,household_size,decennial,0.159464798073734,9927,0.16260974970515,496643,0.159703374896777,1133,0.11413317215674423,-0.003144951631415982,-485583,True,0
SEg0cHBs,7077,hh4ppl,HH4ppl,OcHU_4,household_size,decennial,0.102037285349712,8074,0.132256584982309,377689,0.121451843600713,-997,-0.12348278424572702,-0.030219299632596994,-370612,True,-1.9414558251000997
SEg1cHBs,3490,hh5ppl,HH5ppl,OcHU_4,household_size,decennial,0.0503193621408077,4379,0.0717304416197091,198515,0.063835623310172,-889,-0.20301438684631196,-0.021411079478901397,-195025,True,-1.351626116936429
SEg2cHBs,1695,hh6ppl,HH6ppl,OcHU_4,household_size,decennial,0.0244387733033436,2167,0.0354966583671865,92634,0.0297879209617131,-472,-0.2178126442085833,-0.011057885063842896,-90939,True,-0.53491476583695
SEg3cGxQcGw=,2465,hh7plppl,HH7plPpl,OcHU_4,household_size,decennial,0.0355407529160719,2754,0.0451120429825711,89767,0.0288659919788641,-289,-0.10493827160493827,-0.009571290066499198,-87302,True,0.6674760937207798
SEhsZHI=,36365,hhldr,HHldr,Pop4,relationship_to_head_of_household__householder_,decennial,0.203964305545429,38458,0.222480620155039,1850221,0.226323045753506,-2093,-0.05442300691663633,-0.018516314609610007,-1813856,True,-2.235874020807703
SEhsZHJVMTg=,12,hhldru18,HHldrU18,PopU18_2,relationship_to_head_of_household__householder_,decennial,0.000308761096101891,33,0.000698856416772554,1182,0.00066851006526174,-21,-0.6363636363636364,-0.00039009532067066295,-1170,True,0
SEhyMTV0MjQ=,4489,hhr15t24,HHr15t24,OcHU_3,tenure_by_age_of_householder,decennial,0.0647230993266721,3915,0.0641298650242432,119317,0.038368259660478,574,0.14661558109833972,0.0005932343024288994,-114828,True,2.63548396661941
SEhyMjV0MzQ=,19610,hhr25t34,HHr25t34,OcHU_3,tenure_by_age_of_householder,decennial,0.282740026241043,13060,0.213930022277552,583537,0.187645508498339,6550,0.501531393568147,0.06881000396349099,-563927,True,9.5094517742704
SEhyMzV0NDQ=,12676,hhr35t44,HHr35t44,OcHU_3,tenure_by_age_of_householder,decennial,0.182764537105123,12492,0.204625868169309,609384,0.195957018236636,184,0.01472942683317323,-0.021861331064186,-596708,True,-1.3192481131512999
SEhyNDV0NTQ=,10563,hhr45t54,HHr45t54,OcHU_3,tenure_by_age_of_householder,decennial,0.152298974869155,11935,0.195501900144149,630949,0.20289158346689,-1372,-0.11495601173020528,-0.043202925274994,-620386,True,-5.059260859773499
SEhyNTV0NjQ=,9994,hhr55t64,HHr55t64,OcHU_3,tenure_by_age_of_householder,decennial,0.144095044480009,7720,0.126457869217665,531036,0.170762985467801,2274,0.294559585492228,0.017637175262344013,-521042,True,-2.666794098779201
SEhyNjV0NzQ=,5998,hhr65t74,HHr65t74,OcHU_3,tenure_by_age_of_householder,decennial,0.0864800957365515,6160,0.100904206526012,332966,0.107070458912902,-162,-0.026298701298701297,-0.0144241107894605,-326968,True,-2.0590363176350497
SEhyNzVw,6027,hhr75p,HHr75p,OcHU_3,tenure_by_age_of_householder,decennial,0.0868982222414464,5766,0.0944502686410693,302595,0.0973041857569529,261,0.04526534859521332,-0.007552046399622897,-296568,True,-1.0405963515506507
SEhyODVw,1954,hhr85p,HHr85p,OcHU_3,tenure_by_age_of_householder,decennial,0.0281730755367158,1311,0.0214749049927926,92439,0.0297252156419867,643,0.49046529366895497,0.006698170543923198,-90485,True,-0.15521401052709027
SEh3SW5kNjVw,13980,hhwind65p,HHwInd65p,HH,household_type_,decennial,0.201565811670055,13790,0.225887825973005,763496,0.245514157896497,190,0.013778100072516316,-0.02432201430295,-749516,True,-4.3948346226442006
SEh3SW5kVTE4,17634,hhwindu18,HHwIndU18,HH,household_type_,decennial,0.25424975128682,21405,0.350625737124885,959122,0.308420777777492,-3771,-0.1761737911702873,-0.096375985838065,-941488,True,-5.417102649067203
SG1Pd25yVmNSdA==,8.323886639676113,hmownrvcrt,HmOwnrVcRt,ratio,housing_occupancy,decennial,,,0.7677543186180422,,2.88326832943512,,7.556132321058071,9.841862348178138,,,5.440618310240993,True,0
SG9u,289,hon,Hon,Hsp2,hispanic_subgroup,decennial,0.00720374894062516,304,0.005938182740782,42400,0.0181500944318592,-15,-0.049342105263157895,0.0012655661998431595,-42111,True,-1.0946345491234042
SHNwMQ==,40118,hsp1,Hsp1,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.225014162240382,50546,0.29241004280921,2336076,0.285753883147834,-10428,-0.20630712618209157,-0.067395880568828,-2295958,True,-6.0739720907451975
SHNwMg==,40118,hsp2,Hsp2,Hsp2,hispanic_subgroup,decennial,1,51194.1132953356,1,2336076,1,-11076.1132953356,-0.2163552131753548,0,-2295958,True,0
SFVuaXRz,75924,hunits,HUnits,HUnits,housing_occupancy,decennial,1,64044,1,3371062,1,11880,0.18549747048903878,0,-3295138,True,0
SUZISGxkcjY1cA==,5661,ifhhldr65p,IFHHldr65p,Pop65pl_2,relationship_to_head_of_household__householder_,decennial,0.309141546526868,5772,0.31492797904845,304001,0.30609530407045,-111,-0.019230769230769232,-0.005786432521582008,-298340,True,0.30462424564179713
