id,sum,variable,variablename,base,category,profile,percent,previous_sum,previous_percent,comparison_sum,comparison_percent,change_sum,change_percent,change_percentage_point,difference_sum,significant,difference_percent
QU5I,1731,anh,ANH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0573919962865953,1695,0.056742099625067,1028119,0.125761746016854,36,0.021238938053097345,0.0006498966615282945,-1026388,True,-6.83697497302587
QXJn,82,arg,Arg,Hsp2,hispanic_subgroup,decennial,0.00803606428851431,36,0.00461301896463352,15169,0.0064933675103036,46,1.2777777777777777,0.0034230453238807907,-15087,True,0.15426967782107115
QXNuQWxuT3JD,2052,asnalnorc,AsnAlnOrC,AsnAlnOrC,asian_subgroup,decennial,1,1981,1,1134919,1,71,0.035840484603735484,0,-1132867,True,0
QXNuQWxvbmU=,1771,asnalone,AsnAlone,AsnAlnOrC,asian_subgroup,decennial,0.863060428849903,1721,0.868753154972236,1038388,0.914944590759341,50,0.02905287623474724,-0.005692726122333069,-1036617,True,-5.188416190943812
QXNuSW5Db21ibw==,281,asnincombo,AsnInCombo,AsnAlnOrC,asian_subgroup,decennial,0.136939571150097,260,0.131246845027764,96531,0.0850554092406595,21,0.08076923076923077,0.005692726122333014,-96250,True,5.18841619094375
QXNuSW5k,341,asnind,AsnInd,AsnAlnOrC,asian_subgroup,decennial,0.166179337231969,307,0.154972236244321,192209,0.169359222993007,34,0.11074918566775244,0.011207100987648017,-191868,True,-0.3179885761038008
QXZnRmFtU3o=,2.90118034586879,avgfamsz,AvgFamSz,mean,relationship_to_head_of_household__householder_,decennial,,,2.86814975583288,,3.32030552025947,,0.033030590035910024,0.011516340793829398,,,-0.41912517439067987,True,0
QXZnSEhTeg==,2.15044639563196,avghhsz,AvgHHSz,mean,relationship_to_head_of_household__householder_,decennial,,,2.11339674113397,,2.56918261847125,,0.03704965449799014,0.017530856264172466,,,-0.4187362228392897,True,0
QXZISFN6T09j,2.0453620829943,avhhszooc,AvHHSzOOc,mean,housing_tenure,decennial,,,2.05415994468772,,2.75068958927896,,-0.008797861693420117,-0.0042829487139851696,,,-0.70532750628466,True,0
QXZISFN6Uk9j,2.21025819150168,avhhszroc,AvHHSzROc,mean,housing_tenure,decennial,,,2.14126192541197,,2.48777581732104,,0.0689962660897101,0.03222224486919577,,,-0.2775176258193599,True,0
QmdsZHNo,76,bgldsh,Bgldsh,AsnAlnOrC,asian_subgroup,decennial,0.037037037037037,65,0.0328117112569409,53174,0.04685268287869,11,0.16923076923076924,0.004225325780096101,-53098,True,-0.9815645841653002
Qk5I,2691,bnh,BNH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.0892211796691091,2657,0.0889461703267274,1861295,0.227677641452439,34,0.01279638690252164,0.00027500934238169905,-1858604,True,-13.845646178332988
Qm9s,22,bol,Bol,Hsp2,hispanic_subgroup,decennial,0.00215601724813799,0,0,4488,0.0019211703728817,22,0,0.00215601724813799,-4466,True,0.02348468752562899
Q0Ft,364,cam,CAm,Hsp2,hispanic_subgroup,decennial,0.035672285378283,158,0.0202460276781138,151378,0.0648001178043865,206,1.3037974683544304,0.0154262577001692,-151014,True,-2.9127832426103506
Q2FtYmRu,4,cambdn,Cambdn,AsnAlnOrC,asian_subgroup,decennial,0.00194931773879142,0,0,2166,0.00190850624582019,4,0,0.00194931773879142,-2162,True,0.004081149297122999
Q2hp,23,chi,Chi,Hsp2,hispanic_subgroup,decennial,0.00225401803214426,37,0.00474115838031779,7026,0.00300760762920384,-14,-0.3783783783783784,-0.00248714034817353,-7003,True,-0.07535895970595802
Q2hpbmVzZQ==,472,chinese,Chinese,AsnAlnOrC,asian_subgroup,decennial,0.230019493177388,503,0.253912165572943,486463,0.428632351736115,-31,-0.061630218687872766,-0.02389267239555498,-485991,True,-19.861285855872698
Q29s,169,col,Col,Hsp2,hispanic_subgroup,decennial,0.01656213249706,138,0.0176832393644285,94723,0.0405479102563444,31,0.2246376811594203,-0.0011211068673685001,-94554,True,-2.3985777759284392
Q1JpYw==,11,cric,CRic,Hsp2,hispanic_subgroup,decennial,0.00107800862406899,29,0.00371604305484367,6673,0.00285649953169332,-18,-0.6206896551724138,-0.00263803443077468,-6662,True,-0.177849090762433
Q3Vi,369,cub,Cub,Hsp2,hispanic_subgroup,decennial,0.0361622892983144,578,0.0740645822655049,40840,0.0174823079386116,-209,-0.3615916955017301,-0.0379022929671905,-40471,True,1.8679981359702802
RG9t,4010,dom,Dom,Hsp2,hispanic_subgroup,decennial,0.392983143865151,2956,0.378780112762686,576701,0.246867396437445,1054,0.3565629228687415,0.014203031102464958,-572691,True,14.6115747427706
RWN1,278,ecu,Ecu,Hsp2,hispanic_subgroup,decennial,0.0272442179537436,240,0.0307534597642235,167209,0.0715768665060555,38,0.15833333333333333,-0.0035092418104799017,-166931,True,-4.433264855231191
RmFt,7286,fam,Fam,HH,household_type_,decennial,0.537593152807497,7372,0.543537565435376,1850221,0.594967689074225,-86,-0.01166576234400434,-0.005944412627879037,-1842935,True,-5.73745362667281
RmFtMQ==,7286,fam1,Fam1,AvgFamSz,relationship_to_head_of_household__householder_,decennial,0,7372,0,1850221,0,-86,-0.01166576234400434,0,-1842935,True,0
