id,sum,variable,variablename,base,category,profile,percent,previous_sum,previous_percent,comparison_sum,comparison_percent,change_sum,change_percent,change_percentage_point,difference_sum,significant,difference_percent
QU5I,7589,anh,ANH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.127327942015369,5967,0.103493131677536,1028119,0.125761746016854,1622,0.2718283894754483,0.02383481033783301,-1020530,True,0.15661959985150098
QXJn,213,arg,Arg,Hsp2,hispanic_subgroup,decennial,0.0144045445323595,160,0.0109103307193999,15169,0.0064933675103036,53,0.33125,0.0034942138129596,-14956,True,0.7911177022055901
QXNuQWxuT3JD,8742,asnalnorc,AsnAlnOrC,AsnAlnOrC,asian_subgroup,decennial,1,6653.23529411765,1,1134919,1,2088.7647058823504,0.3139472171875686,0,-1126177,True,0
QXNuQWxvbmU=,7646,asnalone,AsnAlone,AsnAlnOrC,asian_subgroup,decennial,0.874628231525967,6026.14705882353,0.905746872375226,1038388,0.914944590759341,1619.8529411764703,0.2688040841626441,-0.03111864084925897,-1030742,True,-4.031635923337404
QXNuSW5Db21ibw==,1096,asnincombo,AsnInCombo,AsnAlnOrC,asian_subgroup,decennial,0.125371768474033,627.088235294118,0.0942531276247735,96531,0.0850554092406595,468.911764705882,0.7477604239951211,0.0311186408492595,-95435,True,4.031635923337349
QXNuSW5k,1264,asnind,AsnInd,AsnAlnOrC,asian_subgroup,decennial,0.144589338824068,1135,0.170593696123071,192209,0.169359222993007,129,0.11365638766519824,-0.026004357299002995,-190945,True,-2.476988416893903
QXZnRmFtU3o=,2.9359859908551416,avgfamsz,AvgFamSz,mean,relationship_to_head_of_household__householder_,decennial,,,2.989158437097465,,3.32030552025947,,-0.053172446242323534,-0.017788433554547574,,,-0.38431952940432845,True,0
QXZnSEhTeg==,2.123518265544441,avghhsz,AvgHHSz,mean,relationship_to_head_of_household__householder_,decennial,,,2.1419670672007123,,2.56918261847125,,-0.018448801656271385,-0.008613018350642385,,,-0.44566435292680895,True,0
QXZISFN6T09j,2.1072688779110798,avhhszooc,AvHHSzOOc,mean,housing_tenure,decennial,,,2.0923806865754955,,2.75068958927896,,0.014888191335584278,0.007115431446631781,,,-0.64342071136788,True,0
QXZISFN6Uk9j,2.1272638542457436,avhhszroc,AvHHSzROc,mean,housing_tenure,decennial,,,2.1513739609255045,,2.48777581732104,,-0.02411010667976088,-0.01120684135704092,,,-0.3605119630752962,True,0
QmdsZHNo,60,bgldsh,Bgldsh,AsnAlnOrC,asian_subgroup,decennial,0.00686341798215511,22,0.0033066619512842,53174,0.04685268287869,38,1.7272727272727273,0.00355675603087091,-53114,True,-3.9989264896534893
Qk5I,9283,bnh,BNH,Pop3,mutually_exclusive_race___hispanic_origin,decennial,0.155749807053455,11097,0.192469127237408,1861295,0.227677641452439,-1814,-0.16346760385689826,-0.03671932018395299,-1852012,True,-7.192783439898397
Qm9s,33,bol,Bol,Hsp2,hispanic_subgroup,decennial,0.00223168999797119,15,0.00102284350494374,4488,0.0019211703728817,18,1.2,0.0012088464930274498,-4455,True,0.031051962508948983
Q0Ft,589,cam,CAm,Hsp2,hispanic_subgroup,decennial,0.039832285115304,655,0.0446641663825435,151378,0.0648001178043865,-66,-0.10076335877862595,-0.0048318812672395045,-150789,True,-2.496783268908251
Q2FtYmRu,7,cambdn,Cambdn,AsnAlnOrC,asian_subgroup,decennial,0.000800732097918097,3,0.000450908447902391,2166,0.00190850624582019,4,1.3333333333333333,0.000349823650015706,-2159,True,-0.11077741479020932
Q2hp,135,chi,Chi,Hsp2,hispanic_subgroup,decennial,0.00912964090079124,120,0.00818274803954995,7026,0.00300760762920384,15,0.125,0.0009468928612412896,-6891,True,0.6122033271587399
Q2hpbmVzZQ==,3554,chinese,Chinese,AsnAlnOrC,asian_subgroup,decennial,0.406543125142988,2528.05882352941,0.379974360107864,486463,0.428632351736115,1025.94117647059,0.40582171859366745,0.02656876503512401,-482909,True,-2.208922659312698
Q29s,338,col,Col,Hsp2,hispanic_subgroup,decennial,0.0228579157367958,395,0.0269348789635186,94723,0.0405479102563444,-57,-0.14430379746835442,-0.0040769632267228,-94385,True,-1.7689994519548593
Q1JpYw==,55,cric,CRic,Hsp2,hispanic_subgroup,decennial,0.00371948332995198,67,0.00456870098874872,6673,0.00285649953169332,-12,-0.1791044776119403,-0.0008492176587967405,-6618,True,0.08629837982586597
Q3Vi,470,cub,Cub,Hsp2,hispanic_subgroup,decennial,0.0317846757286806,476,0.0324582338902148,40840,0.0174823079386116,-6,-0.012605042016806723,-0.0006735581615342004,-40370,True,1.4302367790069
RG9t,5504,dom,Dom,Hsp2,hispanic_subgroup,decennial,0.37221884087374,5757,0.392567337197409,576701,0.246867396437445,-253,-0.04394649991314921,-0.020348496323668974,-571197,True,12.535144443629498
RWN1,513,ecu,Ecu,Hsp2,hispanic_subgroup,decennial,0.0346926354230067,409,0.0278895329014661,167209,0.0715768665060555,104,0.254278728606357,0.006803102521540597,-166696,True,-3.688423108304881
RmFt,10279,fam,Fam,HH,household_type_,decennial,0.452959062265897,10138,0.451179350244771,1850221,0.594967689074225,141,0.0139080686525942,0.0017797120211259787,-1839942,True,-14.200862680832806
RmFtMQ==,10279,fam1,Fam1,AvgFamSz,relationship_to_head_of_household__householder_,decennial,0,10138,0,1850221,0,141,0.0139080686525942,0,-1839942,True,0
RmVt,32624,fem,Fem,Pop2,sex_and_age,decennial,0.547364182409986,31051,0.538556264742611,4292589,0.525078796883182,1573,0.05065859392612154,0.008807917667374987,-4259965,True,2.2285385526803907
